"Campaign_id","Channel","Spend","Clicks","Impressions","Date",""
"CMP7914","YouTube Ads","109408.75","7084","74719","2/11/2025",""
"CMP0224","Facebook Ads","28578.56","6178","70149","4/12/2025",""
"CMP8595","LinkedIn Ads","28175.44","1583","20332","8/3/2025",""
"CMP4442","YouTube Ads","38262.51","3094","44255","3/26/2025",""
"CMP6083","YouTube Ads","22686.14","2108","81235","4/18/2025",""
"CMP0161","Instagram Ads","7789.02","1518","56565","2/4/2025",""
"CMP8811","LinkedIn Ads","2944.74","825","45389","8/28/2025",""
"CMP3704","Instagram Ads","5265.35","281","84420","5/21/2025",""
"CMP6608","Instagram Ads","61528.85","4482","75546","4/14/2025",""
"CMP2922","Instagram Ads","4188.98","888","75880","9/25/2025",""
"CMP9703","YouTube Ads","51689.6","3356","38338","11/12/2025",""
"CMP1497","YouTube Ads","3429.81","637","21200","1/1/2025",""
"CMP6970","Email Marketing","21271.93","2729","63825","3/2/2025",""
"CMP7774","Instagram Ads","31188.39","2646","42863","11/6/2025",""
"CMP7164","YouTube Ads","59595.49","4064","59887","5/9/2025",""
"CMP5992","LinkedIn Ads","87191.5","5718","89823","4/20/2025",""
"CMP0175","Facebook Ads","35197.07","3007","59944","1/3/2025",""
"CMP4158","YouTube Ads","2620.08","360","3703","11/28/2025",""
"CMP4146","Instagram Ads","19241.53","987","83955","1/16/2025",""
"CMP8939","Google Ads","1285.99","428","7006","3/20/2025",""
"CMP0919","LinkedIn Ads","8567.08","1071","85555","10/6/2025",""
"CMP5186","Email Marketing","17880.73","1550","24179","12/7/2025",""
"CMP8217","Facebook Ads","17537.04","4418","97545","8/16/2025",""
"CMP2834","Email Marketing","810.43","102","99888","10/15/2025",""
"CMP1411","YouTube Ads","3500.7","772","62687","2/16/2025",""
"CMP0330","Facebook Ads","2199.91","161","3368","8/24/2025",""
"CMP3131","Email Marketing","17644.16","2224","98745","7/14/2025",""
"CMP3703","Facebook Ads","21964.22","3669","37756","6/1/2025",""
"CMP9482","Instagram Ads","44940.46","4334","47725","11/20/2025",""
"CMP3452","Email Marketing","39910.66","2891","58866","12/16/2025",""
"CMP4407","Google Ads","39508.05","6385","69275","4/22/2025",""
"CMP3055","LinkedIn Ads","12845.98","1006","20325","7/10/2025",""
"CMP1714","Email Marketing","601.71","114","49039","9/1/2025",""
"CMP5866","Instagram Ads","23678.63","1962","23331","1/12/2025",""
"CMP6543","LinkedIn Ads","16432.38","1084","33927","11/4/2025",""
"CMP3839","YouTube Ads","9077.27","912","16136","5/18/2025",""
"CMP4925","YouTube Ads","51583.58","8636","93439","10/18/2025",""
"CMP1482","Instagram Ads","14469.54","1691","20541","7/22/2025",""
"CMP2820","Instagram Ads","4057.12","708","42308","4/15/2025",""
"CMP6132","Google Ads","11561.48","1355","64566","8/30/2025",""
"CMP6166","LinkedIn Ads","63841.98","4027","94566","2/19/2025",""
"CMP5360","Instagram Ads","90702.69","7006","90440","10/1/2025",""
"CMP0441","Facebook Ads","24049.34","1509","81760","7/8/2025",""
"CMP6524","Google Ads","18775.72","3819","86617","4/7/2025",""
"CMP2948","LinkedIn Ads","9667.98","1217","21758","12/12/2025",""
"CMP8477","Google Ads","6214.57","726","62938","2/21/2025",""
"CMP6292","Email Marketing","1585.07","144","61597","12/10/2025",""
"CMP1900","YouTube Ads","37559.73","4162","61017","8/31/2025",""
"CMP8712","LinkedIn Ads","6979.22","1360","90436","6/22/2025",""
"CMP7455","LinkedIn Ads","3900.75","525","8362","3/4/2025",""
"CMP6051","Instagram Ads","40275.19","2814","57797","1/13/2025",""
"CMP7320","Instagram Ads","8289.14","2654","41017","2/27/2025",""
"CMP1378","YouTube Ads","4687.38","308","14395","11/21/2025",""
"CMP4000","Email Marketing","49570.76","4711","70623","2/9/2025",""
"CMP1657","LinkedIn Ads","23239.28","5992","69191","11/23/2025",""
"CMP4209","Email Marketing","23111.37","1348","87576","8/10/2025",""
"CMP8423","YouTube Ads","47681.55","2893","33949","7/11/2025",""
"CMP3043","Instagram Ads","18317.71","5550","67740","7/24/2025",""
"CMP0307","LinkedIn Ads","15903.19","2176","88142","8/25/2025",""
"CMP5319","Facebook Ads","5095.04","676","10352","12/31/2025",""
"CMP8872","LinkedIn Ads","12560.62","4618","64338","6/24/2025",""
"CMP8176","Facebook Ads","31564.73","5765","71761","7/19/2025",""
"CMP1288","Email Marketing","91735.61","4648","65771","2/12/2025",""
"CMP7398","Email Marketing","1526.65","292","63260","10/27/2025",""
"CMP0384","Instagram Ads","68137.27","6145","74933","5/1/2025",""
"CMP2024","Google Ads","11391.63","1838","53871","2/26/2025",""
"CMP6572","YouTube Ads","45893.87","2933","55545","8/3/2025",""
"CMP5207","YouTube Ads","41309.71","4412","72205","7/26/2025",""
"CMP2911","LinkedIn Ads","744.76","63","39802","6/21/2025",""
"CMP9506","Email Marketing","33648.17","3476","56801","11/22/2025",""
"CMP1320","YouTube Ads","58375.12","6047","76787","1/12/2025",""
"CMP1491","Instagram Ads","5600.1","430","4977","12/1/2025",""
"CMP2645","LinkedIn Ads","11188.05","2010","50373","12/31/2025",""
"CMP3392","YouTube Ads","25870.3","3811","62447","11/5/2025",""
"CMP9897","Instagram Ads","11139.33","1052","22875","2/5/2025",""
"CMP7704","LinkedIn Ads","17408.83","904","11222","10/3/2025",""
"CMP7878","Email Marketing","5829.73","349","9836","1/21/2025",""
"CMP7210","LinkedIn Ads","1324.34","262","18260","5/15/2025",""
"CMP5568","Facebook Ads","36207.19","3308","33859","5/16/2025",""
"CMP8054","Facebook Ads","11133.37","1452","36078","8/16/2025",""
"CMP0586","Facebook Ads","3636.32","1231","21401","7/9/2025",""
"CMP2594","YouTube Ads","54541.76","5042","85085","8/14/2025",""
"CMP9953","Instagram Ads","29428.69","2157","52361","1/15/2025",""
"CMP5967","Email Marketing","109140.15","6156","68662","9/22/2025",""
"CMP2554","YouTube Ads","30591.65","2624","67679","7/13/2025",""
"CMP7930","LinkedIn Ads","704.79","83","3865","6/8/2025",""
"CMP1960","Email Marketing","16955.53","1510","27813","10/19/2025",""
"CMP0539","LinkedIn Ads","31978.87","1669","84103","9/17/2025",""
"CMP1302","Google Ads","54669.33","4692","60541","5/6/2025",""
"CMP3742","Email Marketing","42161.09","7522","96028","11/8/2025",""
"CMP1044","Facebook Ads","9019.8","2530","70492","4/27/2025",""
"CMP0837","Instagram Ads","7398.07","1246","85087","3/1/2025",""
"CMP3523","YouTube Ads","31245.4","2507","65862","10/25/2025",""
"CMP3192","YouTube Ads","149477.8","7525","85221","5/9/2025",""
"CMP8312","LinkedIn Ads","45462.4","2374","69397","6/3/2025",""
"CMP8243","Instagram Ads","32307.82","7259","84040","4/4/2025",""
"CMP8123","Facebook Ads","5026.84","318","25435","12/11/2025",""
"CMP2993","Facebook Ads","10569.16","1612","16249","6/7/2025",""
"CMP4917","YouTube Ads","34048.17","2388","29563","6/15/2025",""
"CMP9997","Email Marketing","26612.2","1383","22595","8/31/2025",""
"CMP7733","Instagram Ads","9721.67","1237","50600","7/1/2025",""
"CMP6835","Google Ads","9784.31","503","54963","7/1/2025",""
"CMP3418","Email Marketing","32496.91","4243","95935","7/11/2025",""
"CMP9175","Email Marketing","12375.72","930","28142","8/14/2025",""
"CMP7860","Email Marketing","74707.94","3899","79717","1/24/2025",""
"CMP9603","LinkedIn Ads","532.75","153","9774","6/25/2025",""
"CMP7731","Facebook Ads","13994.85","714","11697","7/31/2025",""
"CMP1442","LinkedIn Ads","17431.78","1392","34142","12/5/2025",""
"CMP2302","Google Ads","99970.46","5193","93652","7/4/2025",""
"CMP5935","Instagram Ads","7735.32","1110","28081","1/12/2025",""
"CMP7969","Google Ads","10033.11","543","71258","9/20/2025",""
"CMP8262","Instagram Ads","30380.95","4080","72622","6/20/2025",""
"CMP1841","YouTube Ads","37268.94","2153","22738","2/14/2025",""
"CMP1198","Email Marketing","24686.74","2318","58485","3/19/2025",""
"CMP8647","Email Marketing","128871.77","7134","98922","7/25/2025",""
"CMP0140","Facebook Ads","18219.36","3549","44255","4/25/2025",""
"CMP3283","YouTube Ads","24689.54","4775","48484","3/17/2025",""
"CMP0647","Facebook Ads","55795.06","2905","72788","6/17/2025",""
"CMP6952","Instagram Ads","15039.06","939","32537","1/14/2025",""
"CMP7274","Email Marketing","31748.32","3467","98981","8/17/2025",""
"CMP2043","Google Ads","39275.22","2125","24950","9/22/2025",""
"CMP9910","Instagram Ads","20155.49","3450","43534","2/16/2025",""
"CMP7487","Google Ads","2434.28","147","2951","7/24/2025",""
"CMP4927","Facebook Ads","19893.72","1433","93909","7/19/2025",""
"CMP0744","Facebook Ads","9606.99","776","34636","3/7/2025",""
"CMP1003","YouTube Ads","21033.1","2757","29502","11/13/2025",""
"CMP2481","Email Marketing","26888.29","3025","89643","2/26/2025",""
"CMP6115","Instagram Ads","15921.33","5310","83515","1/14/2025",""
"CMP6680","Google Ads","49717.81","3138","72710","9/26/2025",""
"CMP1510","LinkedIn Ads","3209.71","165","10693","8/26/2025",""
"CMP0012","Instagram Ads","71071.25","3896","64422","5/12/2025",""
"CMP1580","LinkedIn Ads","105383.45","6183","66592","10/20/2025",""
"CMP2337","Facebook Ads","21646.02","1396","88403","7/26/2025",""
"CMP4934","Instagram Ads","108189.52","7621","95121","9/24/2025",""
"CMP6915","Instagram Ads","30700.01","2429","88665","1/18/2025",""
"CMP0235","Facebook Ads","10408.43","608","85182","5/2/2025",""
"CMP5635","Facebook Ads","69717.56","6696","84406","4/20/2025",""
"CMP4577","Email Marketing","23634.7","2813","69435","4/6/2025",""
"CMP1582","Email Marketing","30544.67","4302","46875","7/7/2025",""
"CMP7495","Google Ads","17622.24","1177","17765","3/6/2025",""
"CMP1360","YouTube Ads","28275.08","1678","25935","9/19/2025",""
"CMP5799","YouTube Ads","33199.46","6439","80765","9/29/2025",""
"CMP8698","Facebook Ads","5740.76","1350","51082","3/26/2025",""
"CMP4562","Google Ads","23097.48","2478","54543","9/25/2025",""
"CMP4916","Google Ads","8401.33","564","11813","12/9/2025",""
"CMP0971","LinkedIn Ads","3755.21","344","20389","3/24/2025",""
"CMP3169","Facebook Ads","4050.63","627","47928","5/22/2025",""
"CMP2488","Facebook Ads","17345.23","1216","60114","6/17/2025",""
"CMP9805","LinkedIn Ads","28017.69","2755","32432","3/5/2025",""
"CMP5594","Instagram Ads","7552.43","440","7370","5/11/2025",""
"CMP7984","Instagram Ads","9428.7","2191","31443","11/5/2025",""
"CMP7086","LinkedIn Ads","3051.6","703","9425","5/24/2025",""
"CMP4117","Instagram Ads","324.5","76","12891","9/6/2025",""
"CMP4355","Google Ads","99023.31","8043","94868","10/17/2025",""
"CMP0690","YouTube Ads","21615.27","1259","16129","11/26/2025",""
"CMP5910","YouTube Ads","116718.3","6961","90160","1/21/2025",""
"CMP8565","Google Ads","80661.52","5195","54257","8/10/2025",""
"CMP5390","Google Ads","37111.53","3821","40309","1/15/2025",""
"CMP4075","Instagram Ads","3606.92","441","60459","12/24/2025",""
"CMP5274","Email Marketing","46964.97","2905","54601","3/30/2025",""
"CMP3729","Instagram Ads","16259.74","879","42086","2/16/2025",""
"CMP6271","Facebook Ads","52911.26","3556","36692","6/29/2025",""
"CMP5289","Google Ads","5554.86","438","16611","9/17/2025",""
"CMP1245","Facebook Ads","3514.22","235","14237","12/6/2025",""
"CMP6501","Facebook Ads","15524.32","898","52494","5/31/2025",""
"CMP4029","YouTube Ads","3467.67","1171","22317","4/25/2025",""
"CMP2382","Google Ads","20310.59","1048","40901","11/10/2025",""
"CMP3150","LinkedIn Ads","27535.17","2174","26386","11/18/2025",""
"CMP4319","LinkedIn Ads","55409.81","3036","50526","5/1/2025",""
"CMP5271","Email Marketing","39430.76","3308","34361","3/7/2025",""
"CMP9898","Facebook Ads","86685.33","5757","96385","11/27/2025",""
"CMP7541","YouTube Ads","52941.32","4122","59392","2/3/2025",""
"CMP5696","LinkedIn Ads","8938.99","2472","94577","7/1/2025",""
"CMP0452","Email Marketing","40860.87","4070","80346","3/10/2025",""
"CMP4992","Instagram Ads","39269.93","2384","32482","9/18/2025",""
"CMP0112","YouTube Ads","12232.76","779","8943","10/28/2025",""
"CMP2642","Email Marketing","21001.77","1069","27509","4/2/2025",""
"CMP5437","Google Ads","10989.46","876","14341","12/17/2025",""
"CMP5625","Facebook Ads","5987.37","687","14564","12/29/2025",""
"CMP3287","Facebook Ads","6063.58","718","48032","2/18/2025",""
"CMP0970","Email Marketing","4533.55","832","50909","9/28/2025",""
"CMP9308","YouTube Ads","11881.02","618","51130","4/7/2025",""
"CMP2535","YouTube Ads","26593.36","4752","51042","8/14/2025",""
"CMP0636","YouTube Ads","32100.42","1703","17765","5/30/2025",""
"CMP1634","LinkedIn Ads","13151.86","2521","27317","11/10/2025",""
"CMP7339","Google Ads","9448.38","1122","89648","7/7/2025",""
"CMP5871","Google Ads","81160.57","5453","64970","10/30/2025",""
"CMP8640","YouTube Ads","68514.07","5802","77377","7/21/2025",""
"CMP3245","Instagram Ads","67344.69","7034","84095","7/13/2025",""
"CMP7932","YouTube Ads","28637.09","2555","52961","5/28/2025",""
"CMP9626","Email Marketing","24879.87","4496","76878","6/10/2025",""
"CMP3085","Instagram Ads","8102.55","479","72485","12/17/2025",""
"CMP0733","Facebook Ads","18856.63","986","14930","4/24/2025",""
"CMP0256","Google Ads","31710","1737","52002","3/1/2025",""
"CMP5420","Facebook Ads","17291.93","1920","53107","7/25/2025",""
"CMP4231","LinkedIn Ads","31181.26","5124","91180","12/1/2025",""
"CMP6179","Instagram Ads","14209.7","2049","26837","1/6/2025",""
"CMP3654","Google Ads","8691.42","1924","85571","9/8/2025",""
"CMP4203","Email Marketing","49200.6","6574","95719","5/27/2025",""
"CMP3312","Google Ads","78321.55","6984","74712","3/7/2025",""
"CMP0624","LinkedIn Ads","6211.03","392","26179","2/4/2025",""
"CMP7243","YouTube Ads","13714.26","728","7380","4/7/2025",""
"CMP5593","Instagram Ads","15709.06","1484","25006","11/26/2025",""
"CMP1043","Facebook Ads","7087.83","846","26112","8/13/2025",""
"CMP4716","YouTube Ads","7691.56","637","23115","6/12/2025",""
"CMP0287","YouTube Ads","42980.54","2833","96435","6/14/2025",""
"CMP0097","LinkedIn Ads","683.33","194","2448","7/18/2025",""
"CMP8939","Google Ads","6463.43","382","4594","9/1/2025",""
"CMP7368","Email Marketing","31558.54","2847","33151","5/9/2025",""
"CMP7442","YouTube Ads","9466.08","1883","49203","11/23/2025",""
"CMP0344","LinkedIn Ads","2073.37","639","41302","7/30/2025",""
"CMP3410","LinkedIn Ads","36664.93","3472","57199","8/20/2025",""
"CMP6536","Facebook Ads","53295.88","8732","96805","4/22/2025",""
"CMP5955","LinkedIn Ads","112912.13","7115","73854","7/29/2025",""
"CMP1781","YouTube Ads","57856.81","7460","87490","11/16/2025",""
"CMP2568","Email Marketing","43131.11","4289","52369","8/15/2025",""
"CMP4479","Email Marketing","35717.5","2603","91211","10/22/2025",""
"CMP2140","LinkedIn Ads","4858.99","339","43446","2/3/2025",""
"CMP5432","Google Ads","17988.4","2972","43064","3/19/2025",""
"CMP9560","LinkedIn Ads","41817.26","2823","64270","5/29/2025",""
"CMP2675","LinkedIn Ads","21009.12","1140","17524","7/29/2025",""
"CMP4087","Google Ads","45143.12","2452","89014","2/19/2025",""
"CMP0327","YouTube Ads","112504.64","5987","92193","10/27/2025",""
"CMP9287","Instagram Ads","13438.14","746","46535","2/5/2025",""
"CMP2450","Google Ads","63375.08","3279","89674","6/14/2025",""
"CMP8106","Google Ads","136878.86","6894","83508","7/6/2025",""
"CMP0385","LinkedIn Ads","4832.24","1417","43755","5/3/2025",""
"CMP7506","Email Marketing","8879.67","731","12517","3/8/2025",""
"CMP7703","LinkedIn Ads","5045.64","344","52907","5/19/2025",""
"CMP6956","LinkedIn Ads","27234.21","5655","94704","6/27/2025",""
"CMP7371","Email Marketing","12338.27","702","13114","2/28/2025",""
"CMP1065","Facebook Ads","43966.88","6615","76961","2/14/2025",""
"CMP1154","Facebook Ads","100466.26","5179","78382","8/24/2025",""
"CMP2273","Facebook Ads","7925.88","1379","99788","2/16/2025",""
"CMP1302","LinkedIn Ads","25750.97","4386","43996","4/12/2025",""
"CMP9697","Google Ads","17802.58","1564","60001","2/10/2025",""
"CMP3103","Email Marketing","23569.63","1489","18254","4/7/2025",""
"CMP9705","Instagram Ads","38952.83","3427","80846","5/27/2025",""
"CMP8693","Google Ads","30986.03","4173","87831","3/24/2025",""
"CMP0990","YouTube Ads","10064.11","704","58373","8/17/2025",""
"CMP5923","Email Marketing","14068.49","1129","91270","6/13/2025",""
"CMP4920","LinkedIn Ads","10439.06","1608","43087","3/29/2025",""
"CMP5315","LinkedIn Ads","40132.04","3854","62768","3/14/2025",""
"CMP6250","Email Marketing","15005.28","1686","21580","8/11/2025",""
"CMP6411","LinkedIn Ads","9739.1","1159","21647","1/12/2025",""
"CMP9001","Instagram Ads","9119.89","828","31850","9/13/2025",""
"CMP5790","Google Ads","10577.06","712","10769","11/8/2025",""
"CMP3546","LinkedIn Ads","3002.22","156","66291","11/20/2025",""
"CMP1997","YouTube Ads","8429.25","1134","18964","7/11/2025",""
"CMP6063","LinkedIn Ads","17260.29","907","34258","12/19/2025",""
"CMP4597","YouTube Ads","40658.76","2762","46663","3/7/2025",""
"CMP9985","Facebook Ads","25345.67","2051","34649","1/10/2025",""
"CMP5270","Google Ads","43140.64","4071","71367","5/17/2025",""
"CMP4526","Email Marketing","13782.14","795","20754","1/31/2025",""
"CMP7907","YouTube Ads","22455.04","1167","21152","9/6/2025",""
"CMP3084","YouTube Ads","7949.58","1036","81309","2/1/2025",""
"CMP6931","Email Marketing","1427.59","202","3430","3/15/2025",""
"CMP1290","Instagram Ads","12989.09","1259","62940","7/15/2025",""
"CMP4482","LinkedIn Ads","12779.77","860","38169","8/21/2025",""
"CMP2031","Google Ads","35441.46","3958","44799","6/11/2025",""
"CMP6481","Facebook Ads","4569.44","332","44809","6/15/2025",""
"CMP2161","LinkedIn Ads","3684.47","999","10372","3/19/2025",""
"CMP5904","Instagram Ads","6940.96","714","46323","2/5/2025",""
"CMP6488","Email Marketing","6968.57","416","22314","8/18/2025",""
"CMP9138","Google Ads","12213.45","708","8879","4/26/2025",""
"CMP2501","Facebook Ads","21740.4","2667","67612","11/21/2025",""
"CMP6799","YouTube Ads","792.29","132","10907","1/19/2025",""
"CMP1321","YouTube Ads","76910.06","4220","50249","3/26/2025",""
"CMP4611","Instagram Ads","35648.27","3116","74910","3/23/2025",""
"CMP4266","LinkedIn Ads","10356.96","1382","17619","1/15/2025",""
"CMP3353","Facebook Ads","1252.86","135","16770","2/24/2025",""
"CMP3512","YouTube Ads","31912.13","3006","41763","11/28/2025",""
"CMP0203","Facebook Ads","8659.53","1417","25713","7/18/2025",""
"CMP8056","LinkedIn Ads","37002.87","4938","75509","12/8/2025",""
"CMP0512","YouTube Ads","1163.2","61","8557","1/1/2025",""
"CMP1594","Google Ads","25021.23","1813","50241","8/5/2025",""
"CMP0574","Google Ads","8595.31","1211","41590","4/15/2025",""
"CMP7808","Facebook Ads","428.71","107","3880","5/1/2025",""
"CMP9228","LinkedIn Ads","11656.01","798","10294","4/21/2025",""
"CMP7086","LinkedIn Ads","28956.87","1483","56057","10/23/2025",""
"CMP4614","Email Marketing","28273.08","1710","64805","1/13/2025",""
"CMP0723","YouTube Ads","88684.34","4628","59061","9/8/2025",""
"CMP7476","LinkedIn Ads","12572.8","1392","73380","7/10/2025",""
"CMP6669","Facebook Ads","30108.84","3341","78049","6/27/2025",""
"CMP8885","LinkedIn Ads","14389.89","3586","49229","5/10/2025",""
"CMP8835","Email Marketing","1914.85","225","23532","11/17/2025",""
"CMP2613","YouTube Ads","28163.93","1721","20287","12/21/2025",""
"CMP8913","Google Ads","11313.57","900","70100","5/11/2025",""
"CMP5487","LinkedIn Ads","10960.14","716","17325","7/11/2025",""
"CMP9454","Instagram Ads","5942.07","921","55477","11/26/2025",""
"CMP0010","YouTube Ads","5347.9","1064","16129","2/6/2025",""
"CMP1583","Facebook Ads","176.56","58","5080","3/3/2025",""
"CMP1949","LinkedIn Ads","8997.26","3351","48860","11/2/2025",""
"CMP9662","LinkedIn Ads","10587.03","736","85259","1/17/2025",""
"CMP6288","YouTube Ads","13313.57","915","14845","11/14/2025",""
"CMP7987","Google Ads","25412.49","2115","64242","2/12/2025",""
"CMP3955","YouTube Ads","2697.74","331","63509","10/10/2025",""
"CMP2104","YouTube Ads","9662.42","512","90505","8/16/2025",""
"CMP6360","YouTube Ads","5877.55","848","87682","3/2/2025",""
"CMP2667","Google Ads","20849.03","2512","40048","2/26/2025",""
"CMP6346","Email Marketing","47141.26","2943","87704","1/23/2025",""
"CMP8084","Facebook Ads","122108.12","7335","95562","3/1/2025",""
"CMP9916","YouTube Ads","3064.02","274","5103","12/24/2025",""
"CMP8905","Google Ads","12131.5","3930","56869","8/12/2025",""
"CMP5860","LinkedIn Ads","78141.02","4204","54602","3/12/2025",""
"CMP3220","LinkedIn Ads","75557.85","6166","88489","9/2/2025",""
"CMP0652","Facebook Ads","5064.67","653","28535","12/26/2025",""
"CMP1848","YouTube Ads","56165.59","4406","89282","1/5/2025",""
"CMP3499","Facebook Ads","85088.95","7828","89036","4/20/2025",""
"CMP1162","Facebook Ads","37301.2","2130","89435","3/16/2025",""
"CMP6775","Email Marketing","32212.23","1896","49411","7/28/2025",""
"CMP0454","Facebook Ads","57637.74","6172","90035","11/7/2025",""
"CMP6661","Email Marketing","17655.81","2626","85275","9/24/2025",""
"CMP1087","YouTube Ads","5577.07","348","13120","1/21/2025",""
"CMP5595","Instagram Ads","41185.97","5008","72161","6/7/2025",""
"CMP9660","Email Marketing","73807.53","5638","75424","12/5/2025",""
"CMP5611","YouTube Ads","69085.86","5099","69763","5/9/2025",""
"CMP5312","Facebook Ads","13895.95","1616","76188","6/6/2025",""
"CMP9794","LinkedIn Ads","49989.13","3135","89776","3/13/2025",""
"CMP9059","Instagram Ads","24663.78","1945","28799","3/30/2025",""
"CMP5528","Facebook Ads","74239.8","8192","86866","7/20/2025",""
"CMP4174","YouTube Ads","2652.15","567","11443","7/12/2025",""
"CMP4175","LinkedIn Ads","57969.97","4560","61606","5/22/2025",""
"CMP8021","YouTube Ads","10404.28","1025","16166","6/10/2025",""
"CMP0893","Google Ads","2707.2","618","11211","10/2/2025",""
"CMP3357","Google Ads","2755.33","1031","88546","6/22/2025",""
"CMP9891","YouTube Ads","20093.38","2313","36961","5/2/2025",""
"CMP2816","LinkedIn Ads","30130.81","2268","28626","3/24/2025",""
"CMP7967","Google Ads","9580.98","554","14541","4/24/2025",""
"CMP3611","Instagram Ads","374","56","16075","6/7/2025",""
"CMP3805","Google Ads","13261.15","886","12747","8/15/2025",""
"CMP4452","Facebook Ads","82175.6","8103","90252","9/26/2025",""
"CMP7245","YouTube Ads","7930.77","1577","28931","2/9/2025",""
"CMP3394","Facebook Ads","28221.28","2943","43184","5/8/2025",""
"CMP0398","Email Marketing","28267.7","2049","75834","2/3/2025",""
"CMP0336","LinkedIn Ads","68083.1","3698","59185","2/15/2025",""
"CMP4258","LinkedIn Ads","4687.82","740","22722","10/27/2025",""
"CMP6250","Instagram Ads","5382.13","828","8288","12/29/2025",""
"CMP1299","YouTube Ads","9730.77","1905","35442","3/14/2025",""
"CMP8529","Google Ads","5707.51","427","32384","10/21/2025",""
"CMP2752","Facebook Ads","1956.92","150","4252","2/9/2025",""
"CMP2034","LinkedIn Ads","56263.38","6282","74540","4/2/2025",""
"CMP2815","Instagram Ads","19213.53","6712","69272","9/16/2025",""
"CMP2168","Facebook Ads","61445.48","6884","81818","5/23/2025",""
"CMP4067","Facebook Ads","2725.96","742","85903","7/13/2025",""
"CMP6472","YouTube Ads","57399.77","5999","72971","9/26/2025",""
"CMP6639","Instagram Ads","18370.66","3389","70612","9/13/2025",""
"CMP4890","Google Ads","72451.65","7456","81219","7/12/2025",""
"CMP0263","Facebook Ads","82532.11","5280","59086","8/19/2025",""
"CMP2332","Google Ads","12799.43","1848","31762","7/24/2025",""
"CMP2137","LinkedIn Ads","5744.64","301","8730","11/24/2025",""
"CMP6334","Email Marketing","8935.74","689","58804","7/1/2025",""
"CMP7856","Google Ads","16274.48","2765","48200","9/17/2025",""
"CMP4418","Google Ads","1961.41","310","5235","9/24/2025",""
"CMP7542","Instagram Ads","40425.62","5400","83496","1/27/2025",""
"CMP7101","YouTube Ads","9318.74","611","6739","10/17/2025",""
"CMP7207","Email Marketing","22214.76","4426","96705","4/11/2025",""
"CMP0722","Instagram Ads","696.63","118","3587","10/19/2025",""
"CMP3451","Google Ads","3803.95","217","10680","5/16/2025",""
"CMP8086","Google Ads","16554.23","991","12481","6/25/2025",""
"CMP5417","Email Marketing","63262.3","5399","89155","12/8/2025",""
"CMP4019","Facebook Ads","2980.96","272","4913","6/18/2025",""
"CMP9695","Instagram Ads","8223.71","486","35769","10/12/2025",""
"CMP1616","Email Marketing","37118.01","4193","73068","7/24/2025",""
"CMP7884","Email Marketing","6739.15","843","10692","1/30/2025",""
"CMP5469","Instagram Ads","4504.62","680","17496","9/9/2025",""
"CMP4694","Facebook Ads","35760.73","6640","82028","3/23/2025",""
"CMP1346","Google Ads","968.78","189","98656","8/8/2025",""
"CMP0035","LinkedIn Ads","884.98","183","25274","7/7/2025",""
"CMP5076","Instagram Ads","2571.68","129","15103","2/12/2025",""
"CMP2785","LinkedIn Ads","6675.8","930","66272","5/30/2025",""
"CMP9932","Instagram Ads","9024.98","2158","22629","11/7/2025",""
"CMP2668","Email Marketing","32970.76","3756","63952","9/18/2025",""
"CMP3853","Instagram Ads","33402.9","5401","89327","8/25/2025",""
"CMP1929","Facebook Ads","4561.01","969","16113","2/7/2025",""
"CMP7891","LinkedIn Ads","19786.51","1054","55723","12/9/2025",""
"CMP7754","Email Marketing","2210.98","422","6434","4/9/2025",""
"CMP4132","LinkedIn Ads","22156.43","2088","26453","7/23/2025",""
"CMP6920","Email Marketing","4095.19","1557","43259","3/26/2025",""
"CMP2428","Google Ads","6207.29","541","20394","9/11/2025",""
"CMP0152","Email Marketing","47183.94","2859","49281","7/10/2025",""
"CMP3305","Facebook Ads","20327.18","1411","21373","9/16/2025",""
"CMP3223","LinkedIn Ads","7270.86","695","97849","10/30/2025",""
"CMP5450","Google Ads","65709.03","4877","55390","2/2/2025",""
"CMP3784","Instagram Ads","19429.22","1875","79449","6/3/2025",""
"CMP4348","Google Ads","6184.75","1927","71565","8/19/2025",""
"CMP4484","YouTube Ads","9650.74","3464","73636","11/24/2025",""
"CMP3497","YouTube Ads","76863.06","4761","88676","5/1/2025",""
"CMP3282","Google Ads","27595.33","7086","91795","11/28/2025",""
"CMP4231","Facebook Ads","68988.12","4839","88174","8/1/2025",""
"CMP4732","Instagram Ads","69162.43","5715","73082","2/5/2025",""
"CMP3925","Google Ads","3510.96","783","37396","8/20/2025",""
"CMP7624","YouTube Ads","14686.62","1035","18003","5/23/2025",""
"CMP3102","YouTube Ads","8513.33","3020","34804","11/14/2025",""
"CMP8763","Facebook Ads","84743.65","6253","64742","1/16/2025",""
"CMP6594","Facebook Ads","11069.38","828","23957","9/5/2025",""
"CMP8100","YouTube Ads","26223.04","3222","62011","7/8/2025",""
"CMP5824","Google Ads","85234.71","6153","89107","8/1/2025",""
"CMP9743","YouTube Ads","28711.46","6326","75585","3/11/2025",""
"CMP1963","YouTube Ads","2545.32","374","6257","10/2/2025",""
"CMP4919","Email Marketing","10354.39","1475","19946","7/14/2025",""
"CMP8700","Instagram Ads","8449.51","1070","11845","6/3/2025",""
"CMP1525","Facebook Ads","64817.36","4989","70806","2/21/2025",""
"CMP2028","Facebook Ads","22700.61","1789","77551","2/10/2025",""
