Conversion_id,User_id,Revenue,Conversion_date,Revenue_Log,Revenue_Rank,High_Value_Conversion,Revenue_Category,Conversion_Year,Conversion_Month,Conversion_Weekday,Conversion_Quarter,Conversion_Day
CONV00824,U5382,32498.94,09-01-2025,10.38899352,711,1,Very High,2025,January,Thursday,1,9
CONV00825,U9107,38242.03,09-01-2026,10.5517166,459,1,Very High,2026,January,Friday,1,9
CONV00826,U7294,48615.93,23-12-2025,10.7917271,50,1,Very High,2025,December,Tuesday,4,23
CONV00827,U0139,46844.27,19-03-2025,10.75460532,115,1,Very High,2025,March,Wednesday,1,19
CONV00828,U5863,30865.41,18-04-2025,10.33742382,771,1,Very High,2025,April,Friday,2,18
CONV00829,U9930,49221.05,08-05-2025,10.80409697,27,1,Very High,2025,May,Thursday,2,8
CONV00830,U9041,28502.5,01-05-2025,10.25778217,877,1,Very High,2025,May,Thursday,2,1
CONV00831,U2088,11784.28,29-05-2025,9.374606574,1550,0,Very High,2025,May,Thursday,2,29
CONV00832,U8732,28225.74,25-11-2025,10.24802503,891,1,Very High,2025,November,Tuesday,4,25
CONV00833,U7087,34168.59,11-08-2025,10.43909135,648,1,Very High,2025,August,Monday,3,11
CONV00834,U0770,22718.64,23-05-2025,10.03098503,1108,0,Very High,2025,May,Friday,2,23
CONV00835,U3697,45891.26,26-12-2025,10.73405175,156,1,Very High,2025,December,Friday,4,26
CONV00836,U0457,1689.16,28-09-2025,7.432578478,1953,0,Very High,2025,September,Sunday,3,28
CONV00837,U0892,12218.81,22-06-2025,9.410813684,1528,0,Very High,2025,June,Sunday,2,22
CONV00838,U2046,2150.51,23-02-2025,7.6739252,1931,0,Very High,2025,February,Sunday,1,23
CONV00839,U4940,3756.62,30-11-2025,8.231541057,1872,0,Very High,2025,November,Sunday,4,30
CONV00840,U1571,43296.85,08-12-2025,10.67585826,245,1,Very High,2025,December,Monday,4,8
CONV00841,U1660,39254.99,07-07-2025,10.57785932,413,1,Very High,2025,July,Monday,3,7
CONV00842,U9752,42118.58,04-03-2025,10.64826799,289,1,Very High,2025,March,Tuesday,1,4
CONV00843,U7888,12536.05,09-12-2025,9.436443539,1513,0,Very High,2025,December,Tuesday,4,9
CONV00844,U5862,27286.61,13-06-2025,10.21418803,934,1,Very High,2025,June,Friday,2,13
CONV00845,U8482,7657.72,04-11-2025,8.943600147,1716,0,Very High,2025,November,Tuesday,4,4
CONV00846,U3298,33559.08,27-02-2025,10.42109254,665,1,Very High,2025,February,Thursday,1,27
CONV00847,U5500,16766.64,15-11-2025,9.727206117,1337,0,Very High,2025,November,Saturday,4,15
CONV00848,U3655,31384.04,28-12-2025,10.35408663,755,1,Very High,2025,December,Sunday,4,28
CONV00849,U0111,18215.39,22-07-2025,9.810077017,1285,0,Very High,2025,July,Tuesday,3,22
CONV00850,U5897,10292.34,28-01-2025,9.239252363,1609,0,Very High,2025,January,Tuesday,1,28
CONV00851,U4030,9215.83,10-04-2025,9.12878644,1657,0,Very High,2025,April,Thursday,2,10
CONV00852,U5545,12387.42,13-05-2025,9.424517444,1521,0,Very High,2025,May,Tuesday,2,13
CONV00853,U7107,7649.4,29-01-2026,8.942513213,1717,0,Very High,2026,January,Thursday,1,29
CONV00854,U5210,12605.21,04-11-2025,9.441944829,1510,0,Very High,2025,November,Tuesday,4,4
CONV00855,U4050,14363.63,01-02-2025,9.572524214,1429,0,Very High,2025,February,Saturday,1,1
CONV00856,U1063,37689.75,16-04-2025,10.53716999,486,1,Very High,2025,April,Wednesday,2,16
CONV00857,U6126,35924.67,12-10-2025,10.48920736,564,1,Very High,2025,October,Sunday,4,12
CONV00858,U0600,10548.52,14-05-2025,9.26383564,1599,0,Very High,2025,May,Wednesday,2,14
CONV00859,U9362,27752.32,26-03-2025,10.23111075,915,1,Very High,2025,March,Wednesday,1,26
CONV00860,U0675,17150.51,10-09-2025,9.749841495,1327,0,Very High,2025,September,Wednesday,3,10
CONV00861,U4474,22363.58,23-07-2025,10.01523374,1125,0,Very High,2025,July,Wednesday,3,23
CONV00862,U8957,14183.04,03-12-2025,9.559872668,1439,0,Very High,2025,December,Wednesday,4,3
CONV00863,U5469,12876.17,04-05-2025,9.463211255,1490,0,Very High,2025,May,Sunday,2,4
CONV00864,U4279,41204.29,30-01-2025,10.62632193,332,1,Very High,2025,January,Thursday,1,30
CONV00865,U8400,11732.85,10-04-2025,9.370233106,1553,0,Very High,2025,April,Thursday,2,10
CONV00866,U7680,4750.85,21-09-2025,8.466289295,1829,0,Very High,2025,September,Sunday,3,21
CONV00867,U9150,29086.67,20-01-2025,10.27806965,839,1,Very High,2025,January,Monday,1,20
CONV00868,U5568,34445.26,08-05-2025,10.44715571,630,1,Very High,2025,May,Thursday,2,8
CONV00869,U2280,31677.05,08-04-2025,10.36337929,747,1,Very High,2025,April,Tuesday,2,8
CONV00870,U1044,24001.49,11-10-2025,10.08591285,1051,0,Very High,2025,October,Saturday,4,11
CONV00871,U9059,34606.72,16-04-2025,10.45183206,619,1,Very High,2025,April,Wednesday,2,16
CONV00872,U4651,33148.71,18-04-2025,10.40878925,678,1,Very High,2025,April,Friday,2,18
CONV00873,U6732,6892.31,02-08-2025,8.838306655,1748,0,Very High,2025,August,Saturday,3,2
CONV00874,U2129,40985.86,07-05-2025,10.62100681,343,1,Very High,2025,May,Wednesday,2,7
CONV00875,U3326,23218.34,21-09-2025,10.05274083,1085,0,Very High,2025,September,Sunday,3,21
CONV00876,U4045,28676.84,12-10-2025,10.26387998,859,1,Very High,2025,October,Sunday,4,12
CONV00877,U7477,35726.57,06-07-2025,10.48367794,571,1,Very High,2025,July,Sunday,3,6
CONV00878,U7080,33124.46,14-09-2025,10.40805745,680,1,Very High,2025,September,Sunday,3,14
CONV00879,U4486,33499.52,20-11-2025,10.41931624,669,1,Very High,2025,November,Thursday,4,20
CONV00880,U1254,39085.78,08-03-2025,10.57353958,415,1,Very High,2025,March,Saturday,1,8
CONV00881,U0438,33943.29,21-02-2025,10.43247593,654,1,Very High,2025,February,Friday,1,21
CONV00882,U0619,35600.43,10-01-2025,10.48014108,577,1,Very High,2025,January,Friday,1,10
CONV00883,U8986,47525.91,07-12-2025,10.76905136,87,1,Very High,2025,December,Sunday,4,7
CONV00884,U1647,26965.36,13-04-2025,10.20234544,942,1,Very High,2025,April,Sunday,2,13
CONV00885,U7220,35863.41,31-07-2025,10.48750072,568,1,Very High,2025,July,Thursday,3,31
CONV00886,U8567,33172,28-11-2025,10.40949157,677,1,Very High,2025,November,Friday,4,28
CONV00887,U0798,12860.14,11-08-2025,9.461965641,1494,0,Very High,2025,August,Monday,3,11
CONV00888,U5524,3626.99,09-05-2025,8.196434055,1880,0,Very High,2025,May,Friday,2,9
CONV00889,U1765,31525.93,06-07-2025,10.35859738,751,1,Very High,2025,July,Sunday,3,6
CONV00890,U1735,1242.23,22-07-2025,7.125468111,1970,0,Very High,2025,July,Tuesday,3,22
CONV00891,U4563,2674.98,27-12-2025,7.892070947,1918,0,Very High,2025,December,Saturday,4,27
CONV00892,U8785,47972.22,07-11-2025,10.77839822,70,1,Very High,2025,November,Friday,4,7
CONV00893,U2178,38204.96,12-07-2025,10.5507468,460,1,Very High,2025,July,Saturday,3,12
CONV00894,U9586,32209.3,25-08-2025,10.38004156,722,1,Very High,2025,August,Monday,3,25
CONV00895,U2033,21710.64,15-06-2025,9.985603801,1153,0,Very High,2025,June,Sunday,2,15
CONV00896,U2485,2376.38,10-08-2025,7.77375432,1927,0,Very High,2025,August,Sunday,3,10
CONV00897,U0649,40729.17,18-10-2025,10.61472437,355,1,Very High,2025,October,Saturday,4,18
CONV00898,U8837,40171.86,19-02-2025,10.60094692,373,1,Very High,2025,February,Wednesday,1,19
CONV00899,U0100,47706.23,04-02-2025,10.77283824,83,1,Very High,2025,February,Tuesday,1,4
CONV00900,U3349,21598.87,15-05-2025,9.980442575,1157,0,Very High,2025,May,Thursday,2,15
CONV00901,U9927,29032.88,07-06-2025,10.2762187,842,1,Very High,2025,June,Saturday,2,7
CONV00902,U6525,22348.12,29-07-2025,10.01454223,1126,0,Very High,2025,July,Tuesday,3,29
CONV00903,U0325,4620.03,13-08-2025,8.438372903,1838,0,Very High,2025,August,Wednesday,3,13
CONV00904,U4216,22953.35,26-07-2025,10.04126274,1099,0,Very High,2025,July,Saturday,3,26
CONV00905,U3207,1135.3,06-04-2025,7.035532649,1974,0,Very High,2025,April,Sunday,2,6
CONV00906,U6293,49382.34,10-09-2025,10.8073684,20,1,Very High,2025,September,Wednesday,3,10
CONV00907,U3183,45697.76,04-09-2025,10.72982644,163,1,Very High,2025,September,Thursday,3,4
CONV00908,U0946,21490,07-12-2025,9.975389522,1166,0,Very High,2025,December,Sunday,4,7
CONV00909,U0463,7820.27,12-01-2026,8.964602224,1708,0,Very High,2026,January,Monday,1,12
CONV00910,U2645,5069.14,29-01-2025,8.53112371,1817,0,Very High,2025,January,Wednesday,1,29
CONV00911,U6930,34745.92,11-04-2025,10.45584621,615,1,Very High,2025,April,Friday,2,11
CONV00912,U1457,38946.21,08-03-2025,10.56996242,424,1,Very High,2025,March,Saturday,1,8
CONV00913,U2760,3957.15,01-10-2025,8.283532023,1861,0,Very High,2025,October,Wednesday,4,1
CONV00914,U2796,35350.34,07-04-2025,10.47309158,588,1,Very High,2025,April,Monday,2,7
CONV00915,U3042,9545.11,07-05-2025,9.163889021,1642,0,Very High,2025,May,Wednesday,2,7
CONV00916,U1790,15009.72,04-12-2025,9.616519891,1402,0,Very High,2025,December,Thursday,4,4
CONV00917,U7830,5490.05,07-09-2025,8.610874773,1801,0,Very High,2025,September,Sunday,3,7
CONV00918,U0119,49351.39,05-08-2025,10.80674147,22,1,Very High,2025,August,Tuesday,3,5
CONV00919,U5515,17482.33,19-07-2025,9.769003134,1311,0,Very High,2025,July,Saturday,3,19
CONV00920,U5834,23117.5,11-07-2025,10.04838844,1090,0,Very High,2025,July,Friday,3,11
CONV00921,U4579,22869.94,15-01-2026,10.03762239,1103,0,Very High,2026,January,Thursday,1,15
CONV00922,U5279,43735.01,03-02-2025,10.68592707,233,1,Very High,2025,February,Monday,1,3
CONV00923,U1334,47103.14,13-07-2025,10.76011617,109,1,Very High,2025,July,Sunday,3,13
CONV00924,U2346,42911.73,10-10-2025,10.6669238,258,1,Very High,2025,October,Friday,4,10
CONV00925,U8991,22591.19,31-08-2025,10.02535955,1114,0,Very High,2025,August,Sunday,3,31
CONV00926,U1466,1946.48,25-03-2025,7.574291508,1937,0,Very High,2025,March,Tuesday,1,25
CONV00927,U7804,7219.94,27-12-2025,8.884740417,1733,0,Very High,2025,December,Saturday,4,27
CONV00928,U9842,19162.01,25-02-2025,9.860737137,1254,0,Very High,2025,February,Tuesday,1,25
CONV00929,U4245,6013.43,11-03-2025,8.701916861,1778,0,Very High,2025,March,Tuesday,1,11
CONV00930,U5135,583.09,15-07-2025,6.370055081,1996,0,High,2025,July,Tuesday,3,15
CONV00931,U5981,33355.27,01-01-2026,10.41500104,671,1,Very High,2026,January,Thursday,1,1
CONV00932,U5177,11335.76,06-04-2025,9.335805822,1567,0,Very High,2025,April,Sunday,2,6
CONV00933,U0563,25367.71,25-11-2025,10.1412718,1010,0,Very High,2025,November,Tuesday,4,25
CONV00934,U8111,3411.22,24-06-2025,8.135118385,1889,0,Very High,2025,June,Tuesday,2,24
CONV00935,U0862,19894.49,28-04-2025,9.898248352,1218,0,Very High,2025,April,Monday,2,28
CONV00936,U7757,4055.25,21-07-2025,8.30801418,1856,0,Very High,2025,July,Monday,3,21
CONV00937,U6452,37737.19,09-03-2025,10.53842786,484,1,Very High,2025,March,Sunday,1,9
CONV00938,U2254,14908.54,19-08-2025,9.609756556,1406,0,Very High,2025,August,Tuesday,3,19
CONV00939,U1671,47544.71,27-12-2025,10.76944684,86,1,Very High,2025,December,Saturday,4,27
CONV00940,U0860,17255.05,15-03-2025,9.755918086,1321,0,Very High,2025,March,Saturday,1,15
CONV00941,U3947,34555.21,22-08-2025,10.45034255,624,1,Very High,2025,August,Friday,3,22
CONV00942,U1469,14123.19,15-09-2025,9.555644209,1442,0,Very High,2025,September,Monday,3,15
CONV00943,U8016,25732.55,25-11-2025,10.15555087,995,1,Very High,2025,November,Tuesday,4,25
CONV00944,U9714,49997.73,25-04-2025,10.81975288,1,1,Very High,2025,April,Friday,2,25
CONV00945,U8807,35186.72,17-04-2025,10.46845244,595,1,Very High,2025,April,Thursday,2,17
CONV00946,U8831,37772.92,30-12-2025,10.5393742,480,1,Very High,2025,December,Tuesday,4,30
CONV00947,U7328,6876.39,16-06-2025,8.835994498,1751,0,Very High,2025,June,Monday,2,16
CONV00948,U1387,18496.2,22-03-2025,9.825374648,1276,0,Very High,2025,March,Saturday,1,22
CONV00949,U8511,22523.55,18-06-2025,10.0223611,1117,0,Very High,2025,June,Wednesday,2,18
CONV00950,U3439,41078.28,26-12-2025,10.62325914,337,1,Very High,2025,December,Friday,4,26
CONV00951,U2199,29793.27,13-11-2025,10.30207137,813,1,Very High,2025,November,Thursday,4,13
CONV00952,U4271,8584.31,29-07-2025,9.057807882,1677,0,Very High,2025,July,Tuesday,3,29
CONV00953,U8781,36767.41,05-05-2025,10.51239433,528,1,Very High,2025,May,Monday,2,5
CONV00954,U9912,8097.82,19-04-2025,8.999473651,1701,0,Very High,2025,April,Saturday,2,19
CONV00955,U2042,27644.25,02-10-2025,10.2272092,919,1,Very High,2025,October,Thursday,4,2
CONV00956,U2398,5348.37,03-05-2025,8.584734076,1807,0,Very High,2025,May,Saturday,2,3
CONV00957,U9648,17770.56,26-09-2025,9.785354706,1296,0,Very High,2025,September,Friday,3,26
CONV00958,U2798,17586.06,05-07-2025,9.774918683,1304,0,Very High,2025,July,Saturday,3,5
CONV00959,U9705,34489.59,29-03-2025,10.44844181,626,1,Very High,2025,March,Saturday,1,29
CONV00960,U0867,38987.64,15-12-2025,10.5710256,421,1,Very High,2025,December,Monday,4,15
CONV00961,U7679,47654.51,01-10-2025,10.77175354,85,1,Very High,2025,October,Wednesday,4,1
CONV00962,U5124,4296.31,23-02-2025,8.365744525,1847,0,Very High,2025,February,Sunday,1,23
CONV00963,U9080,34013.14,09-10-2025,10.4345316,653,1,Very High,2025,October,Thursday,4,9
CONV00964,U8723,1188.06,30-12-2025,7.080918358,1972,0,Very High,2025,December,Tuesday,4,30
CONV00965,U8653,30564.99,16-01-2026,10.32764323,782,1,Very High,2026,January,Friday,1,16
CONV00966,U2185,21424.75,03-10-2025,9.972348749,1171,0,Very High,2025,October,Friday,4,3
CONV00967,U8833,24414.67,10-03-2025,10.10298042,1037,0,Very High,2025,March,Monday,1,10
CONV00968,U8447,31078.56,03-02-2025,10.34430565,763,1,Very High,2025,February,Monday,1,3
CONV00969,U5799,44564.72,01-03-2025,10.70472023,201,1,Very High,2025,March,Saturday,1,1
CONV00970,U1389,8108.68,01-10-2025,9.000813689,1700,0,Very High,2025,October,Wednesday,4,1
CONV00971,U6133,44663.57,20-06-2025,10.70693585,197,1,Very High,2025,June,Friday,2,20
CONV00972,U2292,787.61,29-07-2025,6.670271902,1989,0,High,2025,July,Tuesday,3,29
CONV00973,U6899,33477.14,19-07-2025,10.41864797,670,1,Very High,2025,July,Saturday,3,19
CONV00974,U8120,16581.94,09-01-2026,9.716129735,1344,0,Very High,2026,January,Friday,1,9
CONV00975,U0347,25250.05,30-03-2025,10.13662302,1013,0,Very High,2025,March,Sunday,1,30
CONV00976,U0132,14470.06,13-08-2025,9.579906072,1426,0,Very High,2025,August,Wednesday,3,13
CONV00977,U4088,13544.77,15-06-2025,9.5138296,1468,0,Very High,2025,June,Sunday,2,15
CONV00978,U8231,49631.31,27-11-2025,10.81239731,7,1,Very High,2025,November,Thursday,4,27
CONV00979,U3149,31015.13,18-03-2025,10.34226267,765,1,Very High,2025,March,Tuesday,1,18
CONV00980,U3792,24220.16,10-05-2025,10.09498191,1041,0,Very High,2025,May,Saturday,2,10
CONV00981,U4597,12724.95,27-07-2025,9.451398495,1502,0,Very High,2025,July,Sunday,3,27
CONV00982,U3474,45469.86,30-05-2025,10.72482696,167,1,Very High,2025,May,Friday,2,30
CONV00983,U1828,34306.59,15-03-2025,10.44312189,638,1,Very High,2025,March,Saturday,1,15
CONV00984,U8665,32687.29,12-11-2025,10.39477219,698,1,Very High,2025,November,Wednesday,4,12
CONV00985,U1972,44260.05,17-02-2025,10.69786034,215,1,Very High,2025,February,Monday,1,17
CONV00986,U8956,36404.86,07-12-2025,10.50248503,549,1,Very High,2025,December,Sunday,4,7
CONV00987,U6852,44633.54,02-11-2025,10.70626328,199,1,Very High,2025,November,Sunday,4,2
CONV00988,U7146,26426.26,06-03-2025,10.18215133,967,1,Very High,2025,March,Thursday,1,6
CONV00989,U4746,39822.32,15-02-2025,10.59220795,383,1,Very High,2025,February,Saturday,1,15
CONV00990,U1229,25709.28,12-04-2025,10.15464619,996,1,Very High,2025,April,Saturday,2,12
CONV00991,U2622,34987.73,17-11-2025,10.46278129,605,1,Very High,2025,November,Monday,4,17
CONV00992,U4972,13791.48,26-04-2025,9.531878795,1456,0,Very High,2025,April,Saturday,2,26
CONV00993,U2428,43732.45,24-05-2025,10.68586853,234,1,Very High,2025,May,Saturday,2,24
CONV00994,U9915,47348.18,05-08-2025,10.76530478,99,1,Very High,2025,August,Tuesday,3,5
CONV00995,U4832,40888.15,12-07-2025,10.61862003,346,1,Very High,2025,July,Saturday,3,12
CONV00996,U8805,36268.81,25-12-2025,10.49874099,554,1,Very High,2025,December,Thursday,4,25
CONV00997,U3378,13805.28,02-09-2025,9.53287884,1455,0,Very High,2025,September,Tuesday,3,2
CONV00998,U6040,25050.08,31-03-2025,10.12867222,1019,0,Very High,2025,March,Monday,1,31
CONV00999,U4622,44320.03,06-02-2025,10.69921456,210,1,Very High,2025,February,Thursday,1,6
CONV01000,U6987,32433.38,18-05-2025,10.38697425,714,1,Very High,2025,May,Sunday,2,18
CONV01001,U9885,1525.44,19-03-2025,7.330693506,1961,0,Very High,2025,March,Wednesday,1,19
CONV01002,U4386,1168.1,14-04-2025,7.063989501,1973,0,Very High,2025,April,Monday,2,14
CONV01003,U1393,38103.75,12-05-2025,10.54809423,464,1,Very High,2025,May,Monday,2,12
CONV01004,U0916,31560.55,09-10-2025,10.35969489,749,1,Very High,2025,October,Thursday,4,9
CONV01005,U6805,11603.48,21-03-2025,9.359146509,1558,0,Very High,2025,March,Friday,1,21
CONV01006,U6304,45129.93,02-01-2026,10.7173231,180,1,Very High,2026,January,Friday,1,2
CONV01007,U5855,6358.37,10-03-2025,8.757684595,1767,0,Very High,2025,March,Monday,1,10
CONV01008,U5487,21549.61,02-12-2025,9.978159401,1159,0,Very High,2025,December,Tuesday,4,2
CONV01009,U8180,13637.35,03-01-2026,9.520640956,1463,0,Very High,2026,January,Saturday,1,3
CONV01010,U7319,29103.22,02-10-2025,10.27863846,837,1,Very High,2025,October,Thursday,4,2
CONV01011,U6309,21479.69,22-07-2025,9.974909671,1168,0,Very High,2025,July,Tuesday,3,22
CONV01012,U4029,25106.56,02-08-2025,10.13092427,1017,0,Very High,2025,August,Saturday,3,2
CONV01013,U9519,38941.33,29-08-2025,10.56983711,425,1,Very High,2025,August,Friday,3,29
CONV01014,U0282,47901.98,03-08-2025,10.77693299,73,1,Very High,2025,August,Sunday,3,3
CONV01015,U4829,42738.95,22-09-2025,10.66288936,260,1,Very High,2025,September,Monday,3,22
CONV01016,U1921,19184.31,23-12-2025,9.861900161,1253,0,Very High,2025,December,Tuesday,4,23
CONV01017,U1209,8329.57,06-09-2025,9.02768716,1691,0,Very High,2025,September,Saturday,3,6
CONV01018,U6824,37306.12,10-04-2025,10.52693947,500,1,Very High,2025,April,Thursday,2,10
CONV01019,U7275,14695.07,01-12-2025,9.59533539,1413,0,Very High,2025,December,Monday,4,1
CONV01020,U6495,22987.68,27-08-2025,10.0427572,1097,0,Very High,2025,August,Wednesday,3,27
CONV01021,U2570,19189.23,19-06-2025,9.862156574,1252,0,Very High,2025,June,Thursday,2,19
CONV01022,U6428,30451.63,07-04-2025,10.32392764,791,1,Very High,2025,April,Monday,2,7
CONV01023,U0896,10139.16,13-07-2025,9.224259056,1615,0,Very High,2025,July,Sunday,3,13
CONV01024,U2667,10989.54,05-10-2025,9.304790182,1580,0,Very High,2025,October,Sunday,4,5
CONV01025,U3938,28457.44,05-06-2025,10.25620006,881,1,Very High,2025,June,Thursday,2,5
CONV01026,U0139,25260.7,12-07-2025,10.13704469,1011,0,Very High,2025,July,Saturday,3,12
CONV01027,U5429,5499.64,22-08-2025,8.612619728,1800,0,Very High,2025,August,Friday,3,22
CONV01028,U0613,34277.51,31-05-2025,10.44227391,642,1,Very High,2025,May,Saturday,2,31
CONV01029,U2308,49617.8,12-04-2025,10.81212507,8,1,Very High,2025,April,Saturday,2,12
CONV01030,U7060,34302.24,28-01-2025,10.44299509,639,1,Very High,2025,January,Tuesday,1,28
CONV01031,U8152,38432.71,28-02-2025,10.55669022,454,1,Very High,2025,February,Friday,1,28
CONV01032,U4844,29037.33,04-04-2025,10.27637196,841,1,Very High,2025,April,Friday,2,4
CONV01033,U4195,7452.14,18-08-2025,8.916390699,1722,0,Very High,2025,August,Monday,3,18
CONV01034,U6702,22320.97,30-11-2025,10.01332667,1127,0,Very High,2025,November,Sunday,4,30
CONV01035,U0700,37181.61,21-11-2025,10.52359646,506,1,Very High,2025,November,Friday,4,21
CONV01036,U9342,19717.04,07-08-2025,9.889289232,1227,0,Very High,2025,August,Thursday,3,7
CONV01037,U1788,5863.24,15-03-2025,8.67662817,1783,0,Very High,2025,March,Saturday,1,15
CONV01038,U5611,35263.4,21-11-2025,10.47062924,591,1,Very High,2025,November,Friday,4,21
CONV01039,U2385,28626.23,13-12-2025,10.26211364,863,1,Very High,2025,December,Saturday,4,13
CONV01040,U0887,34341.74,27-04-2025,10.44414592,634,1,Very High,2025,April,Sunday,2,27
CONV01041,U6637,35754.23,10-03-2025,10.48445183,570,1,Very High,2025,March,Monday,1,10
CONV01042,U0881,48186.61,26-02-2025,10.78285721,63,1,Very High,2025,February,Wednesday,1,26
CONV01043,U2633,45673.59,10-01-2026,10.7292974,164,1,Very High,2026,January,Saturday,1,10
CONV01044,U1275,7658.55,29-12-2025,8.943708514,1715,0,Very High,2025,December,Monday,4,29
CONV01045,U5185,13508.73,23-03-2025,9.511165446,1472,0,Very High,2025,March,Sunday,1,23
CONV01046,U1597,48962.08,01-02-2025,10.79882182,37,1,Very High,2025,February,Saturday,1,1
CONV01047,U3132,18827.69,25-12-2025,9.843137049,1263,0,Very High,2025,December,Thursday,4,25
CONV01048,U8178,20814.15,10-12-2025,9.943436366,1194,0,Very High,2025,December,Wednesday,4,10
CONV01049,U7518,27861.3,13-08-2025,10.2350298,909,1,Very High,2025,August,Wednesday,3,13
CONV01050,U7168,31208.64,20-12-2025,10.3484823,758,1,Very High,2025,December,Saturday,4,20
CONV01051,U6739,37710.47,24-03-2025,10.53771957,485,1,Very High,2025,March,Monday,1,24
CONV01052,U4750,38955.57,21-08-2025,10.57020271,423,1,Very High,2025,August,Thursday,3,21
CONV01053,U7602,39339.44,12-08-2025,10.58000828,407,1,Very High,2025,August,Tuesday,3,12
CONV01054,U4334,12456.94,05-07-2025,9.43011345,1517,0,Very High,2025,July,Saturday,3,5
CONV01055,U8503,8935.33,22-11-2025,9.097880269,1666,0,Very High,2025,November,Saturday,4,22
CONV01056,U6445,6879.09,16-02-2025,8.836387012,1750,0,Very High,2025,February,Sunday,1,16
CONV01057,U2596,35646.23,16-08-2025,10.48142672,574,1,Very High,2025,August,Saturday,3,16
CONV01058,U4264,10586.25,13-10-2025,9.267405726,1597,0,Very High,2025,October,Monday,4,13
CONV01059,U8908,1751.85,05-03-2025,7.468998314,1949,0,Very High,2025,March,Wednesday,1,5
CONV01060,U3634,42102.61,25-06-2025,10.64788876,291,1,Very High,2025,June,Wednesday,2,25
CONV01061,U0380,5619.25,07-12-2025,8.634131426,1796,0,Very High,2025,December,Sunday,4,7
CONV01062,U1521,18389.17,07-03-2025,9.819571562,1282,0,Very High,2025,March,Friday,1,7
CONV01063,U1206,10909.65,20-09-2025,9.297494655,1584,0,Very High,2025,September,Saturday,3,20
CONV01064,U4895,28581.05,25-01-2025,10.26053418,871,1,Very High,2025,January,Saturday,1,25
CONV01065,U9831,26326.55,15-10-2025,10.1783712,970,1,Very High,2025,October,Wednesday,4,15
CONV01066,U8385,18562.09,17-04-2025,9.82893048,1271,0,Very High,2025,April,Thursday,2,17
CONV01067,U2074,10362.26,20-05-2025,9.246022138,1606,0,Very High,2025,May,Tuesday,2,20
CONV01068,U7145,10056.18,25-09-2025,9.216042086,1621,0,Very High,2025,September,Thursday,3,25
CONV01069,U9563,39807.93,27-11-2025,10.59184654,384,1,Very High,2025,November,Thursday,4,27
CONV01070,U5223,19460.77,21-11-2025,9.876207307,1233,0,Very High,2025,November,Friday,4,21
CONV01071,U8379,15026.94,05-06-2025,9.617666414,1401,0,Very High,2025,June,Thursday,2,5
CONV01072,U7036,4095.7,27-04-2025,8.317937051,1855,0,Very High,2025,April,Sunday,2,27
CONV01073,U0179,28589.73,28-06-2025,10.26083782,868,1,Very High,2025,June,Saturday,2,28
CONV01074,U8639,14263.4,11-05-2025,9.565522202,1431,0,Very High,2025,May,Sunday,2,11
CONV01075,U5207,2958.16,28-06-2025,7.992660723,1904,0,Very High,2025,June,Saturday,2,28
CONV01076,U2804,19451.45,22-11-2025,9.875728305,1236,0,Very High,2025,November,Saturday,4,22
CONV01077,U0077,42161.32,06-09-2025,10.64928221,285,1,Very High,2025,September,Saturday,3,6
CONV01078,U1138,40224.41,21-09-2025,10.60225416,372,1,Very High,2025,September,Sunday,3,21
CONV01079,U5132,19969.71,02-10-2025,9.902021979,1215,0,Very High,2025,October,Thursday,4,2
CONV01080,U1684,41360.1,19-01-2025,10.6300961,319,1,Very High,2025,January,Sunday,1,19
CONV01081,U3132,46738.46,04-08-2025,10.75234405,120,1,Very High,2025,August,Monday,3,4
CONV01082,U1230,30831.16,10-06-2025,10.33631358,772,1,Very High,2025,June,Tuesday,2,10
CONV01083,U7549,43163.8,27-03-2025,10.67278063,248,1,Very High,2025,March,Thursday,1,27
CONV01084,U8645,33232.81,12-05-2025,10.41132301,675,1,Very High,2025,May,Monday,2,12
CONV01085,U1357,43707.18,21-07-2025,10.68529055,236,1,Very High,2025,July,Monday,3,21
CONV01086,U3482,23673.44,19-01-2025,10.07215126,1068,0,Very High,2025,January,Sunday,1,19
CONV01087,U8645,47246.88,13-10-2025,10.76316306,102,1,Very High,2025,October,Monday,4,13
CONV01088,U3585,43459.01,22-07-2025,10.67959648,240,1,Very High,2025,July,Tuesday,3,22
CONV01089,U5033,7790.84,20-11-2025,8.960832311,1711,0,Very High,2025,November,Thursday,4,20
CONV01090,U3065,33263.33,31-05-2025,10.41224093,674,1,Very High,2025,May,Saturday,2,31
CONV01091,U3475,21827,29-03-2025,9.990948828,1147,0,Very High,2025,March,Saturday,1,29
CONV01092,U6268,9877.76,10-08-2025,9.198142277,1630,0,Very High,2025,August,Sunday,3,10
CONV01093,U1789,12822.74,18-12-2025,9.45905342,1497,0,Very High,2025,December,Thursday,4,18
CONV01094,U1079,11710.02,19-10-2025,9.368285558,1556,0,Very High,2025,October,Sunday,4,19
CONV01095,U4396,39393.52,22-09-2025,10.581382,404,1,Very High,2025,September,Monday,3,22
CONV01096,U3033,24099.54,24-09-2025,10.08998953,1048,0,Very High,2025,September,Wednesday,3,24
CONV01097,U7459,23992.73,24-03-2025,10.08554783,1053,0,Very High,2025,March,Monday,1,24
CONV01098,U9733,549.82,27-07-2025,6.311408077,1998,0,High,2025,July,Sunday,3,27
