User_id,Channel,Interaction_date,Campaign_id,Interaction_Day,Interaction_Month
U1983,LinkedIn Ads,13-01-2025,CMP5860,Monday,1
U1095,LinkedIn Ads,,CMP3220,,
U6402,Facebook Ads,,CMP0652,,
U4970,YouTube Ads,,CMP1848,,
U1623,Facebook Ads,30-03-2025,CMP3499,Sunday,3
U1115,Facebook Ads,,CMP1162,,
U0978,Email Marketing,,CMP6775,,
U3682,Facebook Ads,,CMP0454,,
U4713,Email Marketing,,CMP6661,,
U6055,YouTube Ads,23-05-2025,CMP1087,Friday,5
U7700,Instagram Ads,19-09-2025,CMP5595,Friday,9
U9405,Email Marketing,,CMP9660,,
U4395,YouTube Ads,19-05-2025,CMP5611,Monday,5
U3144,Facebook Ads,21-06-2025,CMP5312,Saturday,6
U4834,LinkedIn Ads,,CMP9794,,
U1921,Instagram Ads,30-05-2025,CMP9059,Friday,5
U7936,Facebook Ads,19-05-2025,CMP5528,Monday,5
U9023,YouTube Ads,21-07-2025,CMP4174,Monday,7
U8375,LinkedIn Ads,18-10-2025,CMP4175,Saturday,10
U1957,YouTube Ads,13-03-2025,CMP8021,Thursday,3
U4398,Google Ads,,CMP0893,,
U4542,Google Ads,26-05-2025,CMP3357,Monday,5
U2486,YouTube Ads,,CMP9891,,
U1494,LinkedIn Ads,20-10-2025,CMP2816,Monday,10
U3966,Google Ads,24-08-2025,CMP7967,Sunday,8
U7131,Instagram Ads,24-10-2025,CMP3611,Friday,10
U2464,Google Ads,16-07-2025,CMP3805,Wednesday,7
U5609,Facebook Ads,14-06-2025,CMP4452,Saturday,6
U9847,YouTube Ads,24-12-2025,CMP7245,Wednesday,12
U4763,Facebook Ads,29-04-2025,CMP3394,Tuesday,4
U7410,Email Marketing,,CMP0398,,
U7166,LinkedIn Ads,,CMP0336,,
U8474,LinkedIn Ads,,CMP4258,,
U2602,Instagram Ads,17-02-2025,CMP6250,Monday,2
U7142,YouTube Ads,23-05-2025,CMP1299,Friday,5
U2883,Google Ads,28-05-2025,CMP8529,Wednesday,5
U1104,Facebook Ads,21-02-2025,CMP2752,Friday,2
U2503,LinkedIn Ads,,CMP2034,,
U0932,Instagram Ads,21-07-2025,CMP2815,Monday,7
U7577,Facebook Ads,,CMP2168,,
U2227,Facebook Ads,,CMP4067,,
U7646,YouTube Ads,28-11-2025,CMP6472,Friday,11
U2069,Instagram Ads,19-01-2025,CMP6639,Sunday,1
U4908,Google Ads,,CMP4890,,
U9674,Facebook Ads,13-03-2025,CMP0263,Thursday,3
U7641,Google Ads,31-12-2025,CMP2332,Wednesday,12
U1660,LinkedIn Ads,,CMP2137,,
U8398,Email Marketing,,CMP6334,,
U2719,Google Ads,,CMP7856,,
U6083,Google Ads,13-01-2025,CMP4418,Monday,1
U8471,Instagram Ads,27-10-2025,CMP7542,Monday,10
U8290,YouTube Ads,,CMP7101,,
U1527,Email Marketing,,CMP7207,,
U3173,Instagram Ads,,CMP0722,,
U7908,Google Ads,,CMP3451,,
U6097,Google Ads,29-08-2025,CMP8086,Friday,8
U9663,Email Marketing,24-09-2025,CMP5417,Wednesday,9
U8337,Facebook Ads,,CMP4019,,
U3664,Instagram Ads,23-04-2025,CMP9695,Wednesday,4
U6870,Email Marketing,18-10-2025,CMP1616,Saturday,10
U7138,Email Marketing,27-07-2025,CMP7884,Sunday,7
U6494,Instagram Ads,29-10-2025,CMP5469,Wednesday,10
U9798,Facebook Ads,17-06-2025,CMP4694,Tuesday,6
U8072,Google Ads,17-02-2025,CMP1346,Monday,2
U5854,LinkedIn Ads,,CMP0035,,
U0648,Instagram Ads,,CMP5076,,
U8620,LinkedIn Ads,,CMP2785,,
U3667,Instagram Ads,19-12-2025,CMP9932,Friday,12
U5021,Email Marketing,31-05-2025,CMP2668,Saturday,5
U2437,Instagram Ads,27-12-2025,CMP3853,Saturday,12
U4629,Facebook Ads,20-06-2025,CMP1929,Friday,6
U9046,LinkedIn Ads,28-10-2025,CMP7891,Tuesday,10
U5654,Email Marketing,,CMP7754,,
U5302,LinkedIn Ads,19-08-2025,CMP4132,Tuesday,8
U4106,Email Marketing,,CMP6920,,
U4553,Google Ads,14-04-2025,CMP2428,Monday,4
U5525,Email Marketing,,CMP0152,,
U4481,Facebook Ads,29-09-2025,CMP3305,Monday,9
U8965,LinkedIn Ads,29-05-2025,CMP3223,Thursday,5
U7775,Google Ads,,CMP5450,,
U0635,Instagram Ads,28-04-2025,CMP3784,Monday,4
U3916,Google Ads,23-07-2025,CMP4348,Wednesday,7
U5017,YouTube Ads,,CMP4484,,
U6374,YouTube Ads,15-10-2025,CMP3497,Wednesday,10
U4024,Google Ads,,CMP3282,,
U2652,Facebook Ads,,CMP4231,,
U1249,Instagram Ads,21-03-2025,CMP4732,Friday,3
U5531,Google Ads,,CMP3925,,
U1365,YouTube Ads,,CMP7624,,
U1416,YouTube Ads,,CMP3102,,
U5574,Facebook Ads,19-07-2025,CMP8763,Saturday,7
U9607,Facebook Ads,24-12-2025,CMP6594,Wednesday,12
U3263,YouTube Ads,22-01-2025,CMP8100,Wednesday,1
U0122,Google Ads,,CMP5824,,
U7757,YouTube Ads,,CMP9743,,
U6974,YouTube Ads,31-05-2025,CMP1963,Saturday,5
U2508,Email Marketing,24-05-2025,CMP4919,Saturday,5
U6667,Instagram Ads,,CMP8700,,
U5940,Facebook Ads,28-02-2025,CMP1525,Friday,2
U3794,Facebook Ads,26-01-2025,CMP2028,Sunday,1
U8947,Google Ads,,CMP8869,,
U4409,Google Ads,27-01-2025,CMP6614,Monday,1
U6652,Google Ads,,CMP9639,,
U9323,Facebook Ads,25-12-2025,CMP9195,Thursday,12
U8351,Email Marketing,,CMP3579,,
U0973,YouTube Ads,,CMP4478,,
U6743,Instagram Ads,24-10-2025,CMP8648,Friday,10
U0024,Email Marketing,28-02-2025,CMP2043,Friday,2
U4077,YouTube Ads,,CMP2101,,
U4531,Email Marketing,27-02-2025,CMP0763,Thursday,2
U7325,Email Marketing,15-03-2025,CMP1815,Saturday,3
U4507,Instagram Ads,16-08-2025,CMP6042,Saturday,8
U3978,LinkedIn Ads,,CMP3388,,
U7517,LinkedIn Ads,26-09-2025,CMP0051,Friday,9
U7754,Facebook Ads,29-09-2025,CMP4706,Monday,9
U4418,LinkedIn Ads,24-03-2025,CMP3676,Monday,3
U8351,Facebook Ads,25-11-2025,CMP0281,Tuesday,11
U8463,Instagram Ads,,CMP8553,,
U9109,Facebook Ads,,CMP1756,,
U5364,Email Marketing,20-12-2025,CMP2998,Saturday,12
U4116,Facebook Ads,23-12-2025,CMP7882,Tuesday,12
U3216,YouTube Ads,,CMP9857,,
U9215,Facebook Ads,,CMP7724,,
U8766,Facebook Ads,,CMP2245,,
U6077,Email Marketing,19-02-2025,CMP7230,Wednesday,2
U3426,Google Ads,17-02-2025,CMP6704,Monday,2
U0724,Instagram Ads,,CMP1533,,
U1454,LinkedIn Ads,15-09-2025,CMP0105,Monday,9
U9115,LinkedIn Ads,23-12-2025,CMP0002,Tuesday,12
U3838,Google Ads,24-01-2025,CMP9367,Friday,1
U3697,Facebook Ads,13-11-2025,CMP3239,Thursday,11
U2522,Instagram Ads,19-12-2025,CMP3346,Friday,12
U6888,Google Ads,25-02-2025,CMP6195,Tuesday,2
U4361,LinkedIn Ads,24-09-2025,CMP2519,Wednesday,9
U8731,YouTube Ads,,CMP9695,,
U3509,YouTube Ads,,CMP2821,,
U2078,LinkedIn Ads,28-01-2025,CMP8773,Tuesday,1
U2216,YouTube Ads,28-01-2025,CMP1855,Tuesday,1
U1216,Facebook Ads,,CMP2072,,
U2922,Google Ads,23-01-2025,CMP8808,Thursday,1
U7248,Facebook Ads,,CMP2290,,
U0491,LinkedIn Ads,17-01-2025,CMP5274,Friday,1
U9599,Email Marketing,,CMP0397,,
U9911,LinkedIn Ads,14-01-2025,CMP1610,Tuesday,1
U4750,Email Marketing,30-05-2025,CMP6211,Friday,5
U8557,YouTube Ads,,CMP2424,,
U8310,YouTube Ads,,CMP8216,,
U5595,Email Marketing,15-02-2025,CMP0046,Saturday,2
U2446,LinkedIn Ads,18-05-2025,CMP2457,Sunday,5
U0687,Instagram Ads,,CMP0803,,
U9147,Facebook Ads,24-08-2025,CMP6664,Sunday,8
U2006,Facebook Ads,20-07-2025,CMP8616,Sunday,7
U2908,YouTube Ads,,CMP9107,,
U6549,Facebook Ads,18-05-2025,CMP8449,Sunday,5
U9363,YouTube Ads,27-11-2025,CMP6555,Thursday,11
U6034,Facebook Ads,28-09-2025,CMP4876,Sunday,9
U6388,Google Ads,22-03-2025,CMP4127,Saturday,3
U5570,Facebook Ads,,CMP0694,,
U4585,Email Marketing,29-05-2025,CMP0382,Thursday,5
U9111,Google Ads,24-12-2025,CMP8278,Wednesday,12
U1009,Email Marketing,,CMP5433,,
U5818,Instagram Ads,,CMP0943,,
U1476,LinkedIn Ads,18-02-2025,CMP2002,Tuesday,2
U9721,YouTube Ads,16-02-2025,CMP2028,Sunday,2
U6663,LinkedIn Ads,18-01-2025,CMP2208,Saturday,1
U6672,LinkedIn Ads,,CMP8273,,
U9603,Facebook Ads,24-02-2025,CMP0175,Monday,2
U5470,YouTube Ads,30-08-2025,CMP2096,Saturday,8
U3502,YouTube Ads,20-07-2025,CMP4648,Sunday,7
U9422,Google Ads,27-05-2025,CMP0950,Tuesday,5
U2283,YouTube Ads,28-07-2025,CMP6505,Monday,7
U7394,YouTube Ads,21-05-2025,CMP3533,Wednesday,5
U6673,Google Ads,22-01-2025,CMP4181,Wednesday,1
U8509,Facebook Ads,22-12-2025,CMP5530,Monday,12
U5920,Google Ads,19-07-2025,CMP0295,Saturday,7
U1638,LinkedIn Ads,31-03-2025,CMP0447,Monday,3
U1783,LinkedIn Ads,,CMP0853,,
U4322,Email Marketing,29-05-2025,CMP9198,Thursday,5
U4890,Google Ads,,CMP9086,,
U6133,Facebook Ads,,CMP8661,,
U8314,LinkedIn Ads,,CMP6072,,
U4182,Instagram Ads,26-10-2025,CMP4741,Sunday,10
U6159,YouTube Ads,,CMP9385,,
U4843,Email Marketing,16-03-2025,CMP9836,Sunday,3
U0349,Facebook Ads,14-09-2025,CMP9319,Sunday,9
U4824,Facebook Ads,14-03-2025,CMP3186,Friday,3
U2540,LinkedIn Ads,23-07-2025,CMP0898,Wednesday,7
U9203,Email Marketing,27-04-2025,CMP0501,Sunday,4
U2270,Instagram Ads,,CMP9870,,
U2335,Google Ads,22-12-2025,CMP4665,Monday,12
U2403,Facebook Ads,,CMP8999,,
U3550,YouTube Ads,,CMP6266,,
U4128,Facebook Ads,,CMP2388,,
U0483,Instagram Ads,26-03-2025,CMP9628,Wednesday,3
U1026,LinkedIn Ads,29-01-2025,CMP8420,Wednesday,1
U5487,Facebook Ads,14-01-2025,CMP8256,Tuesday,1
U0891,Google Ads,21-08-2025,CMP4576,Thursday,8
U2354,Facebook Ads,26-01-2025,CMP8550,Sunday,1
U6402,Google Ads,25-03-2025,CMP4426,Tuesday,3
U2248,Email Marketing,26-06-2025,CMP2290,Thursday,6
U2638,Email Marketing,17-10-2025,CMP8063,Friday,10
U1101,Google Ads,,CMP4318,,
U1782,Instagram Ads,28-08-2025,CMP2174,Thursday,8
U0008,Facebook Ads,14-07-2025,CMP3358,Monday,7
U9396,Email Marketing,26-06-2025,CMP8410,Thursday,6
U0806,Email Marketing,28-03-2025,CMP1218,Friday,3
U7065,Instagram Ads,22-05-2025,CMP6482,Thursday,5
U7590,Google Ads,13-09-2025,CMP4099,Saturday,9
U8786,Google Ads,,CMP1232,,
U9937,Facebook Ads,13-08-2025,CMP6880,Wednesday,8
U8905,YouTube Ads,15-12-2025,CMP3796,Monday,12
U9644,LinkedIn Ads,,CMP9379,,
U3866,LinkedIn Ads,27-07-2025,CMP1950,Sunday,7
U2801,Instagram Ads,,CMP0254,,
U8833,Google Ads,18-08-2025,CMP2609,Monday,8
U1192,Email Marketing,20-10-2025,CMP2464,Monday,10
U4400,Google Ads,,CMP9735,,
U5422,Google Ads,18-01-2025,CMP8958,Saturday,1
U2130,LinkedIn Ads,,CMP8885,,
U5682,YouTube Ads,20-08-2025,CMP8392,Wednesday,8
U3855,Email Marketing,,CMP0587,,
U4504,Email Marketing,14-07-2025,CMP8836,Monday,7
U2457,LinkedIn Ads,16-11-2025,CMP7560,Sunday,11
U0626,Facebook Ads,26-11-2025,CMP2522,Wednesday,11
U0850,Email Marketing,23-12-2025,CMP6531,Tuesday,12
U9326,LinkedIn Ads,20-01-2025,CMP5905,Monday,1
U4116,Facebook Ads,,CMP8877,,
U2181,Facebook Ads,16-12-2025,CMP3214,Tuesday,12
U1690,Facebook Ads,24-06-2025,CMP6413,Tuesday,6
U2915,Facebook Ads,25-06-2025,CMP5372,Wednesday,6
U9961,YouTube Ads,18-12-2025,CMP6614,Thursday,12
U0421,Google Ads,27-11-2025,CMP8266,Thursday,11
U4708,Instagram Ads,14-05-2025,CMP9154,Wednesday,5
U7885,Email Marketing,,CMP1966,,
U5968,YouTube Ads,18-04-2025,CMP5466,Friday,4
U2843,Google Ads,,CMP7434,,
U7330,Email Marketing,,CMP7797,,
U0577,Email Marketing,,CMP2453,,
U9914,Email Marketing,,CMP2000,,
U6590,YouTube Ads,25-03-2025,CMP3851,Tuesday,3
U8298,LinkedIn Ads,,CMP7015,,
U4582,Facebook Ads,,CMP2746,,
U4990,Instagram Ads,,CMP5960,,
U0703,Google Ads,21-03-2025,CMP5445,Friday,3
U5341,Google Ads,,CMP3803,,
U9103,Google Ads,,CMP7873,,
U8039,YouTube Ads,15-03-2025,CMP8517,Saturday,3
U6772,LinkedIn Ads,18-03-2025,CMP3639,Tuesday,3
U3427,Email Marketing,,CMP8443,,
U2070,Google Ads,13-04-2025,CMP8903,Sunday,4
U1473,Email Marketing,24-09-2025,CMP0117,Wednesday,9
U2705,Email Marketing,30-08-2025,CMP3342,Saturday,8
U4266,Facebook Ads,,CMP7472,,
U1479,Facebook Ads,19-09-2025,CMP6209,Friday,9
U2977,Facebook Ads,14-08-2025,CMP9074,Thursday,8
U9249,Email Marketing,,CMP7491,,
U3508,Instagram Ads,30-07-2025,CMP0480,Wednesday,7
U9063,Email Marketing,,CMP5357,,
U3330,Email Marketing,13-06-2025,CMP5959,Friday,6
U3586,Email Marketing,24-03-2025,CMP8014,Monday,3
U1909,Instagram Ads,,CMP9356,,
U1145,LinkedIn Ads,24-03-2025,CMP9540,Monday,3
U8034,LinkedIn Ads,29-12-2025,CMP9764,Monday,12
U1615,Facebook Ads,,CMP8503,,
U4347,YouTube Ads,,CMP0890,,
U5724,YouTube Ads,17-12-2025,CMP7629,Wednesday,12
U8766,Email Marketing,21-07-2025,CMP6099,Monday,7
U6355,Facebook Ads,27-11-2025,CMP0663,Thursday,11
U3442,Instagram Ads,20-10-2025,CMP9402,Monday,10
U0394,Facebook Ads,17-02-2025,CMP9457,Monday,2
U9447,Facebook Ads,,CMP8379,,
U0794,Google Ads,21-11-2025,CMP8190,Friday,11
U2288,Google Ads,28-01-2025,CMP2579,Tuesday,1
U2961,Google Ads,22-01-2025,CMP1463,Wednesday,1
U3244,Email Marketing,15-11-2025,CMP2229,Saturday,11
U0220,Facebook Ads,,CMP9370,,
U2886,YouTube Ads,21-02-2025,CMP4940,Friday,2
U9445,Email Marketing,,CMP6469,,
U5734,Facebook Ads,14-07-2025,CMP6154,Monday,7
U9560,Facebook Ads,,CMP0021,,
U9007,Facebook Ads,17-06-2025,CMP1944,Tuesday,6
U0421,Facebook Ads,14-03-2025,CMP2136,Friday,3
U4554,YouTube Ads,31-01-2025,CMP5929,Friday,1
U2130,LinkedIn Ads,,CMP1399,,
U0125,Instagram Ads,24-04-2025,CMP1754,Thursday,4
U8133,Google Ads,16-10-2025,CMP4092,Thursday,10
U5703,YouTube Ads,,CMP5051,,
U7566,Instagram Ads,,CMP4033,,
U9075,YouTube Ads,28-04-2025,CMP1942,Monday,4
U0216,LinkedIn Ads,22-09-2025,CMP1475,Monday,9
U5616,Google Ads,27-12-2025,CMP7337,Saturday,12
U3756,LinkedIn Ads,20-06-2025,CMP0696,Friday,6
U2867,YouTube Ads,28-02-2025,CMP5917,Friday,2
U5822,Facebook Ads,17-08-2025,CMP7129,Sunday,8
U3260,Google Ads,,CMP8130,,
U1294,Instagram Ads,30-06-2025,CMP7201,Monday,6
U6603,Email Marketing,,CMP2265,,
U7957,Google Ads,,CMP9656,,
U9045,Email Marketing,,CMP0322,,
U1078,YouTube Ads,,CMP4417,,
U8142,Google Ads,22-07-2025,CMP8223,Tuesday,7
U1971,Email Marketing,,CMP3665,,
U4697,LinkedIn Ads,26-01-2025,CMP1673,Sunday,1
U8445,Facebook Ads,,CMP3823,,
U2706,YouTube Ads,,CMP1867,,
U1459,YouTube Ads,30-07-2025,CMP0836,Wednesday,7
U1372,Email Marketing,,CMP0450,,
U7350,YouTube Ads,17-03-2025,CMP9365,Monday,3
U8327,Email Marketing,16-01-2025,CMP0368,Thursday,1
U7394,Instagram Ads,,CMP4261,,
U8833,LinkedIn Ads,30-03-2025,CMP9357,Sunday,3
U2947,LinkedIn Ads,,CMP0768,,
U8187,Google Ads,,CMP6607,,
U9480,YouTube Ads,,CMP6939,,
U1449,YouTube Ads,25-10-2025,CMP0707,Saturday,10
U9064,YouTube Ads,13-10-2025,CMP8100,Monday,10
U6524,LinkedIn Ads,,CMP1754,,
U6288,Email Marketing,,CMP6909,,
U1062,Google Ads,16-08-2025,CMP7034,Saturday,8
U6663,Facebook Ads,21-05-2025,CMP6324,Wednesday,5
U8222,Facebook Ads,27-04-2025,CMP9403,Sunday,4
U7294,LinkedIn Ads,,CMP4236,,
U9610,Google Ads,,CMP1039,,
U7785,Facebook Ads,28-07-2025,CMP2675,Monday,7
U0360,Instagram Ads,26-03-2025,CMP0718,Wednesday,3
U7028,LinkedIn Ads,,CMP4950,,
U7702,Instagram Ads,,CMP4738,,
U0686,YouTube Ads,,CMP4239,,
U7256,LinkedIn Ads,19-05-2025,CMP6566,Monday,5
U6170,Instagram Ads,16-05-2025,CMP3711,Friday,5
U7215,Email Marketing,,CMP4080,,
U0808,Instagram Ads,26-02-2025,CMP1480,Wednesday,2
U6251,Google Ads,22-12-2025,CMP2959,Monday,12
U8812,LinkedIn Ads,,CMP1288,,
U4259,Email Marketing,17-06-2025,CMP6731,Tuesday,6
U4934,Google Ads,,CMP0126,,
U4489,Google Ads,13-10-2025,CMP2932,Monday,10
U5157,Instagram Ads,,CMP0820,,
U5226,Google Ads,24-04-2025,CMP8807,Thursday,4
U4229,LinkedIn Ads,27-07-2025,CMP0474,Sunday,7
U5473,LinkedIn Ads,,CMP3020,,
U1941,Email Marketing,31-03-2025,CMP0151,Monday,3
U6574,LinkedIn Ads,,CMP7405,,
U1513,Google Ads,,CMP1699,,
U0246,Email Marketing,25-02-2025,CMP8472,Tuesday,2
U2833,Email Marketing,23-10-2025,CMP7884,Thursday,10
U4311,Instagram Ads,26-03-2025,CMP0224,Wednesday,3
U7844,Facebook Ads,25-06-2025,CMP1818,Wednesday,6
U2766,YouTube Ads,,CMP6323,,
U5314,Email Marketing,,CMP2022,,
U6020,Google Ads,27-05-2025,CMP4397,Tuesday,5
U7332,Google Ads,27-05-2025,CMP3225,Tuesday,5
U3380,Email Marketing,,CMP8049,,
U8830,LinkedIn Ads,14-07-2025,CMP2726,Monday,7
U1103,Instagram Ads,,CMP7779,,
U3761,Email Marketing,16-06-2025,CMP5390,Monday,6
U0194,YouTube Ads,19-01-2025,CMP4371,Sunday,1
U4696,Google Ads,21-09-2025,CMP8433,Sunday,9
U4291,Instagram Ads,,CMP4569,,
U3563,Instagram Ads,19-08-2025,CMP8767,Tuesday,8
U8231,Facebook Ads,20-09-2025,CMP5252,Saturday,9
U8646,YouTube Ads,21-09-2025,CMP6325,Sunday,9
U2177,Google Ads,,CMP9812,,
U9802,Instagram Ads,,CMP2254,,
U7366,Facebook Ads,25-03-2025,CMP4388,Tuesday,3
U0493,Facebook Ads,20-07-2025,CMP1691,Sunday,7
U2749,YouTube Ads,16-03-2025,CMP8472,Sunday,3
U8553,Facebook Ads,17-07-2025,CMP3033,Thursday,7
U0184,YouTube Ads,,CMP0489,,
U9061,Google Ads,29-05-2025,CMP6287,Thursday,5
U4528,YouTube Ads,,CMP1394,,
U0572,LinkedIn Ads,,CMP5069,,
U5398,LinkedIn Ads,29-10-2025,CMP7489,Wednesday,10
U6389,Email Marketing,,CMP0321,,
U3684,Instagram Ads,25-05-2025,CMP6439,Sunday,5
U0688,LinkedIn Ads,25-09-2025,CMP1648,Thursday,9
U2308,LinkedIn Ads,13-07-2025,CMP3190,Sunday,7
U8651,Facebook Ads,30-04-2025,CMP6640,Wednesday,4
U7952,Google Ads,,CMP9270,,
U9329,LinkedIn Ads,21-08-2025,CMP9689,Thursday,8
U5874,Google Ads,21-08-2025,CMP2073,Thursday,8
U0096,LinkedIn Ads,20-10-2025,CMP3061,Monday,10
U7546,Instagram Ads,,CMP7553,,
U1583,LinkedIn Ads,,CMP2261,,
U2258,Instagram Ads,,CMP2371,,
U4331,Instagram Ads,,CMP7824,,
U5226,Instagram Ads,,CMP9070,,
U9413,Facebook Ads,,CMP2319,,
U7527,Email Marketing,29-03-2025,CMP3598,Saturday,3
U5376,Facebook Ads,24-05-2025,CMP7701,Saturday,5
U1477,Facebook Ads,,CMP8466,,
U9216,Instagram Ads,25-11-2025,CMP8885,Tuesday,11
U1790,YouTube Ads,,CMP1904,,
U0873,Email Marketing,19-10-2025,CMP0715,Sunday,10
U7928,LinkedIn Ads,,CMP1162,,
U2308,YouTube Ads,18-10-2025,CMP8261,Saturday,10
U4572,Facebook Ads,30-08-2025,CMP9390,Saturday,8
U1355,Facebook Ads,20-04-2025,CMP8433,Sunday,4
U6608,Google Ads,24-04-2025,CMP5445,Thursday,4
U3965,Facebook Ads,22-06-2025,CMP4863,Sunday,6
U3175,YouTube Ads,29-10-2025,CMP4473,Wednesday,10
U5209,YouTube Ads,27-04-2025,CMP4909,Sunday,4
U0870,LinkedIn Ads,17-08-2025,CMP4882,Sunday,8
U5968,Instagram Ads,23-07-2025,CMP6447,Wednesday,7
U1756,YouTube Ads,22-01-2025,CMP0160,Wednesday,1
U1366,Email Marketing,21-02-2025,CMP0452,Friday,2
U7294,YouTube Ads,16-12-2025,CMP1553,Tuesday,12
U3831,Email Marketing,,CMP2756,,
U9272,Google Ads,,CMP2903,,
U5686,Google Ads,,CMP0832,,
U1637,Google Ads,15-08-2025,CMP5568,Friday,8
U6000,YouTube Ads,26-11-2025,CMP9748,Wednesday,11
U3543,Google Ads,,CMP1078,,
U3515,Google Ads,,CMP9486,,
U3628,Google Ads,,CMP4657,,
U6125,YouTube Ads,18-12-2025,CMP2856,Thursday,12
U9329,Google Ads,23-10-2025,CMP6356,Thursday,10
U7824,YouTube Ads,15-05-2025,CMP7021,Thursday,5
U3176,YouTube Ads,19-10-2025,CMP7848,Sunday,10
U6177,Facebook Ads,22-03-2025,CMP6144,Saturday,3
U5130,Google Ads,,CMP5701,,
U3061,LinkedIn Ads,,CMP1733,,
U9361,Instagram Ads,21-01-2025,CMP3627,Tuesday,1
U9106,Instagram Ads,31-07-2025,CMP0761,Thursday,7
U0107,Google Ads,25-05-2025,CMP1912,Sunday,5
U7392,Instagram Ads,15-06-2025,CMP7480,Sunday,6
U6476,Email Marketing,24-01-2025,CMP9723,Friday,1
U8531,Google Ads,,CMP2936,,
U1877,Email Marketing,16-02-2025,CMP0405,Sunday,2
U1622,Google Ads,28-11-2025,CMP9024,Friday,11
U0071,YouTube Ads,18-12-2025,CMP5777,Thursday,12
U9016,YouTube Ads,,CMP1837,,
U1544,Email Marketing,15-07-2025,CMP9323,Tuesday,7
U9894,Facebook Ads,21-04-2025,CMP5566,Monday,4
U4524,YouTube Ads,19-06-2025,CMP2533,Thursday,6
U2911,Facebook Ads,,CMP8420,,
U4546,Facebook Ads,23-05-2025,CMP3747,Friday,5
U5897,Email Marketing,23-10-2025,CMP2158,Thursday,10
U3406,Email Marketing,26-01-2025,CMP2074,Sunday,1
U2084,Facebook Ads,23-12-2025,CMP3589,Tuesday,12
U6671,Facebook Ads,,CMP0679,,
U7487,Instagram Ads,24-08-2025,CMP0942,Sunday,8
U2653,Facebook Ads,,CMP8803,,
U2608,LinkedIn Ads,26-10-2025,CMP1213,Sunday,10
U1096,Instagram Ads,14-11-2025,CMP0478,Friday,11
U0916,Facebook Ads,,CMP1330,,
U6278,LinkedIn Ads,30-04-2025,CMP6844,Wednesday,4
U9523,YouTube Ads,27-05-2025,CMP9345,Tuesday,5
U3682,LinkedIn Ads,18-10-2025,CMP7070,Saturday,10
U6314,LinkedIn Ads,,CMP9905,,
U2252,Facebook Ads,25-06-2025,CMP4842,Wednesday,6
U0644,Google Ads,,CMP2479,,
U5098,Email Marketing,31-12-2025,CMP1608,Wednesday,12
U2196,Instagram Ads,25-05-2025,CMP6231,Sunday,5
U3315,Instagram Ads,18-01-2025,CMP0944,Saturday,1
U4376,Email Marketing,,CMP5994,,
U6577,Email Marketing,28-10-2025,CMP9236,Tuesday,10
U7737,Facebook Ads,19-05-2025,CMP5497,Monday,5
U2073,LinkedIn Ads,,CMP8238,,
U5020,Email Marketing,18-09-2025,CMP8774,Thursday,9
U9433,YouTube Ads,15-07-2025,CMP6539,Tuesday,7
U2240,Facebook Ads,,CMP1849,,
U0863,Facebook Ads,,CMP4354,,
U5062,Facebook Ads,20-04-2025,CMP4061,Sunday,4
U0297,Facebook Ads,16-01-2025,CMP6761,Thursday,1
U1301,YouTube Ads,,CMP8122,,
U4578,Instagram Ads,,CMP9126,,
U8161,Instagram Ads,25-01-2025,CMP7548,Saturday,1
U5595,Email Marketing,17-03-2025,CMP2681,Monday,3
U3086,YouTube Ads,,CMP2164,,
U7198,Email Marketing,,CMP1015,,
U0415,Email Marketing,19-03-2025,CMP5333,Wednesday,3
U3193,Google Ads,,CMP2098,,
U8669,Email Marketing,18-11-2025,CMP9399,Tuesday,11
U5752,Facebook Ads,30-12-2025,CMP0575,Tuesday,12
U7941,YouTube Ads,,CMP0439,,
U2769,Email Marketing,19-03-2025,CMP5772,Wednesday,3
U9961,Email Marketing,31-03-2025,CMP3717,Monday,3
U1428,Instagram Ads,17-09-2025,CMP3639,Wednesday,9
U9948,YouTube Ads,,CMP0803,,
U2556,LinkedIn Ads,22-07-2025,CMP3276,Tuesday,7
U1469,Facebook Ads,,CMP9071,,
U5314,YouTube Ads,15-08-2025,CMP4295,Friday,8
U8329,Email Marketing,,CMP3551,,
