Conversion_id,User_id,Revenue,Conversion_date
CONV01908,U9216,71197.76,11/27/2025
CONV01909,U1790,14555.28,12-05-2025
CONV01910,U0873,4005.87,11-02-2025
CONV01911,U7928,74107.1,05/14/2025
CONV01912,U2308,31430.43,11-04-2025
CONV01913,U4572,62847.68,09-01-2025
CONV01914,U1355,6001.2,04/28/2025
CONV01915,U6608,5852.52,05/22/2025
CONV01916,U3965,40098.02,07-04-2025
CONV01917,U3175,74237.19,11-06-2025
CONV01918,U5209,73618.74,05/26/2025
CONV01919,U0870,21294.99,08/18/2025
CONV01920,U5968,42669.4,08/15/2025
CONV01921,U1756,52712.91,02/14/2025
CONV01922,U1366,38432.64,03-05-2025
CONV01923,U7294,51740.26,12/21/2025
CONV01924,U3831,70581.88,07-02-2025
CONV01925,U9272,12474.72,07/15/2025
CONV01926,U5686,44423.9,12/16/2025
CONV01927,U1637,63455.97,08/29/2025
CONV01928,U6000,17872.02,12/20/2025
CONV01929,U3543,15842.31,07-03-2025
CONV01930,U3515,46159.42,09-01-2025
CONV01931,U3628,46441.48,12/29/2025
CONV01932,U6125,11628.21,12/29/2025
CONV01933,U9329,2177.2,11-10-2025
CONV01934,U7824,52387.31,05/22/2025
CONV01935,U3176,43893.2,11/18/2025
CONV01936,U6177,1347.7,03/27/2025
CONV01937,U5130,29793.86,05/20/2025
CONV01938,U3061,58598.06,12-12-2025
CONV01939,U9361,67006.77,02/16/2025
CONV01940,U9106,18790.95,08-04-2025
CONV01941,U0107,71858.31,06/23/2025
CONV01942,U7392,14565.56,06/20/2025
CONV01943,U6476,18590,02/14/2025
CONV01944,U8531,35049.33,04/20/2025
CONV01945,U1877,12786.12,03-10-2025
CONV01946,U1622,49773.81,11/30/2025
CONV01947,U0071,7763.91,12/21/2025
CONV01948,U9016,44449.18,10/19/2025
CONV01949,U1544,4050.93,07/16/2025
CONV01950,U9894,73447.4,05-10-2025
CONV01951,U4524,4716.46,06/22/2025
CONV01952,U2911,22620,10/14/2025
CONV01953,U4546,49371.4,06/15/2025
CONV01954,U5897,15324.02,10/23/2025
CONV01955,U3406,53793.76,01/30/2025
CONV01956,U2084,28440.1,12/29/2025
CONV01957,U6671,964.28,06-05-2025
CONV01958,U7487,67804.68,08/27/2025
CONV01959,U2653,51435.74,11/29/2025
CONV01960,U2608,16949.1,11/25/2025
CONV01961,U1096,12793.53,12-02-2025
CONV01962,U0916,66446.26,08-02-2025
CONV01963,U6278,69792.23,05-02-2025
CONV01964,U9523,49460.01,06-10-2025
CONV01965,U3682,1383.81,11-07-2025
CONV01966,U6314,62676.23,03-12-2025
CONV01967,U2252,52385.4,07-03-2025
CONV01968,U0644,71223.92,10/20/2025
CONV01969,U5098,45358.29,01/21/2026
CONV01970,U2196,66755.54,06/15/2025
CONV01971,U3315,6507.96,02-09-2025
CONV01972,U4376,54786.5,08-07-2025
CONV01973,U6577,54250.98,11-05-2025
CONV01974,U7737,69891.1,06-07-2025
CONV01975,U2073,21952.14,02-10-2025
CONV01976,U5020,26120.52,10-12-2025
CONV01977,U9433,63434.79,07/20/2025
CONV01978,U2240,54017.28,05-06-2025
CONV01979,U0863,41176.29,12/14/2025
CONV01980,U5062,4895.86,05-08-2025
CONV01981,U0297,51704.68,01/19/2025
CONV01982,U1301,33912.58,08-06-2025
CONV01983,U4578,68008.89,04/26/2025
CONV01984,U8161,15154.17,02/24/2025
CONV01985,U5595,33769.68,03/31/2025
CONV01986,U3086,9027.03,05-09-2025
CONV01987,U7198,69622.18,10/13/2025
CONV01988,U0415,51419.56,04-11-2025
CONV01989,U3193,45612.99,03-10-2025
CONV01990,U8669,37457.5,11/23/2025
CONV01991,U5752,58335.74,01-04-2026
CONV01992,U7941,54145.89,06-06-2025
CONV01993,U2769,57986.19,04-02-2025
CONV01994,U9961,27746.6,04/15/2025
CONV01995,U1428,35613.52,09/19/2025
CONV01996,U9948,38295.74,09/17/2025
CONV01997,U2556,48626.85,08/21/2025
CONV01998,U1469,63254.73,09/23/2025
CONV01999,U5314,11527.29,09/14/2025
CONV02000,U8329,56762.82,01/18/2025
