User_id,Channel,Interaction_date,Campaign_id,Interaction_Day,Interaction_Month,Interaction_Quarter,Is_Weekend
U0113,Instagram Ads,2025-01-17,CMP9897,Friday,January,1.0,0
U1983,LinkedIn Ads,,CMP7704,,,,0
U5954,Email Marketing,2025-07-24,CMP7878,Thursday,July,3.0,0
U9500,LinkedIn Ads,2025-02-27,CMP7210,Thursday,February,1.0,0
U1592,Facebook Ads,2025-06-18,CMP5568,Wednesday,June,2.0,0
U5418,Facebook Ads,2025-08-19,CMP8054,Tuesday,August,3.0,0
U9234,Facebook Ads,,CMP0586,,,,0
U4832,YouTube Ads,2025-03-21,CMP2594,Friday,March,1.0,0
U3468,Instagram Ads,2025-10-26,CMP9953,Sunday,October,4.0,1
U6650,Email Marketing,,CMP5967,,,,0
U7951,YouTube Ads,2025-11-28,CMP2554,Friday,November,4.0,0
U3383,LinkedIn Ads,2025-04-25,CMP7930,Friday,April,2.0,0
U0200,Email Marketing,2025-09-26,CMP1960,Friday,September,3.0,0
U1101,LinkedIn Ads,2025-05-19,CMP0539,Monday,May,2.0,0
U4196,Google Ads,,CMP1302,,,,0
U4355,Email Marketing,,CMP3742,,,,0
U3997,Facebook Ads,2025-10-27,CMP1044,Monday,October,4.0,0
U7241,Instagram Ads,,CMP0837,,,,0
U7042,YouTube Ads,2025-02-27,CMP3523,Thursday,February,1.0,0
U6672,YouTube Ads,,CMP3192,,,,0
U4329,LinkedIn Ads,2025-09-30,CMP8312,Tuesday,September,3.0,0
U7989,Instagram Ads,,CMP8243,,,,0
U4992,Facebook Ads,2025-02-18,CMP8123,Tuesday,February,1.0,0
U8222,Facebook Ads,,CMP2993,,,,0
U2563,YouTube Ads,,CMP4917,,,,0
U9753,Email Marketing,,CMP9997,,,,0
U5167,Instagram Ads,2025-08-19,CMP7733,Tuesday,August,3.0,0
U2293,Google Ads,2025-08-22,CMP6835,Friday,August,3.0,0
U0388,Email Marketing,2025-06-14,CMP3418,Saturday,June,2.0,1
U4489,Email Marketing,2025-02-24,CMP9175,Monday,February,1.0,0
U6391,Email Marketing,2025-12-19,CMP7860,Friday,December,4.0,0
U4523,LinkedIn Ads,,CMP9603,,,,0
U2487,Facebook Ads,2025-03-19,CMP7731,Wednesday,March,1.0,0
U4272,LinkedIn Ads,2025-10-13,CMP1442,Monday,October,4.0,0
U7305,Google Ads,2025-04-20,CMP2302,Sunday,April,2.0,1
U2299,Instagram Ads,,CMP5935,,,,0
U6120,Google Ads,,CMP7969,,,,0
U1100,Instagram Ads,,CMP8262,,,,0
U9404,YouTube Ads,2025-08-28,CMP1841,Thursday,August,3.0,0
U5414,Email Marketing,,CMP1198,,,,0
U9417,Email Marketing,2025-05-31,CMP8647,Saturday,May,2.0,1
U9575,Facebook Ads,,CMP0140,,,,0
U3378,YouTube Ads,,CMP3283,,,,0
U5167,Facebook Ads,2025-04-28,CMP0647,Monday,April,2.0,0
U2250,Instagram Ads,2025-08-14,CMP6952,Thursday,August,3.0,0
U7186,Email Marketing,2025-07-24,CMP7274,Thursday,July,3.0,0
U1994,Google Ads,2025-03-25,CMP2043,Tuesday,March,1.0,0
U8306,Instagram Ads,,CMP9910,,,,0
U1640,Google Ads,,CMP7487,,,,0
U7723,Facebook Ads,,CMP4927,,,,0
U8498,Facebook Ads,2025-03-21,CMP0744,Friday,March,1.0,0
U6798,YouTube Ads,2025-03-22,CMP1003,Saturday,March,1.0,1
U2661,Email Marketing,2025-01-16,CMP2481,Thursday,January,1.0,0
U5433,Instagram Ads,2025-01-15,CMP6115,Wednesday,January,1.0,0
U2782,Google Ads,2025-03-22,CMP6680,Saturday,March,1.0,1
U6801,LinkedIn Ads,,CMP1510,,,,0
U2101,Instagram Ads,2025-06-15,CMP0012,Sunday,June,2.0,1
U3216,LinkedIn Ads,,CMP1580,,,,0
U4626,Facebook Ads,,CMP2337,,,,0
U8469,Instagram Ads,2025-10-23,CMP4934,Thursday,October,4.0,0
U6309,Instagram Ads,2025-11-20,CMP6915,Thursday,November,4.0,0
U2653,Facebook Ads,2025-07-23,CMP0235,Wednesday,July,3.0,0
U7426,Facebook Ads,2025-11-15,CMP5635,Saturday,November,4.0,1
U4183,Email Marketing,2025-06-24,CMP4577,Tuesday,June,2.0,0
U6989,Email Marketing,2025-11-25,CMP1582,Tuesday,November,4.0,0
U5696,Google Ads,,CMP7495,,,,0
U3193,YouTube Ads,2025-03-14,CMP1360,Friday,March,1.0,0
U8603,YouTube Ads,2025-01-25,CMP5799,Saturday,January,1.0,1
U3708,Facebook Ads,2025-03-19,CMP8698,Wednesday,March,1.0,0
U6902,Google Ads,,CMP4562,,,,0
U5106,Google Ads,2025-04-17,CMP4916,Thursday,April,2.0,0
U3973,LinkedIn Ads,2025-07-20,CMP0971,Sunday,July,3.0,1
U2301,Facebook Ads,2025-07-25,CMP3169,Friday,July,3.0,0
U0177,Facebook Ads,2025-11-23,CMP2488,Sunday,November,4.0,1
U8868,LinkedIn Ads,,CMP9805,,,,0
U1849,Instagram Ads,2025-11-17,CMP5594,Monday,November,4.0,0
U9815,Instagram Ads,,CMP7984,,,,0
U4520,LinkedIn Ads,,CMP7086,,,,0
U3978,Instagram Ads,2025-10-27,CMP4117,Monday,October,4.0,0
U6158,Google Ads,,CMP4355,,,,0
U1616,YouTube Ads,2025-10-22,CMP0690,Wednesday,October,4.0,0
U5691,YouTube Ads,2025-11-28,CMP5910,Friday,November,4.0,0
U0421,Google Ads,2025-04-21,CMP8565,Monday,April,2.0,0
U7482,Google Ads,,CMP5390,,,,0
U4312,Instagram Ads,2025-03-24,CMP4075,Monday,March,1.0,0
U8190,Email Marketing,2025-02-15,CMP5274,Saturday,February,1.0,1
U6653,Instagram Ads,,CMP3729,,,,0
U5522,Facebook Ads,2025-08-13,CMP6271,Wednesday,August,3.0,0
U9183,Google Ads,,CMP5289,,,,0
U6630,Facebook Ads,2025-05-15,CMP1245,Thursday,May,2.0,0
U9341,Facebook Ads,,CMP6501,,,,0
U3588,YouTube Ads,,CMP4029,,,,0
U7918,Google Ads,2025-08-13,CMP2382,Wednesday,August,3.0,0
U9429,LinkedIn Ads,2025-07-18,CMP3150,Friday,July,3.0,0
U5246,LinkedIn Ads,,CMP4319,,,,0
U1584,Email Marketing,2025-09-17,CMP5271,Wednesday,September,3.0,0
U9078,Facebook Ads,2025-04-25,CMP9898,Friday,April,2.0,0
U2808,YouTube Ads,,CMP7541,,,,0
U1072,LinkedIn Ads,2025-05-22,CMP5696,Thursday,May,2.0,0
U6493,Email Marketing,2025-04-21,CMP0452,Monday,April,2.0,0
U6671,Instagram Ads,2025-03-15,CMP4992,Saturday,March,1.0,1
U1961,YouTube Ads,,CMP0112,,,,0
U2970,Email Marketing,2025-01-16,CMP2642,Thursday,January,1.0,0
U6348,Google Ads,2025-07-28,CMP5437,Monday,July,3.0,0
U7052,Facebook Ads,,CMP5625,,,,0
U8584,Facebook Ads,,CMP3287,,,,0
U0207,Email Marketing,,CMP0970,,,,0
U8163,YouTube Ads,,CMP9308,,,,0
U2909,YouTube Ads,2025-09-17,CMP2535,Wednesday,September,3.0,0
U1766,YouTube Ads,2025-06-28,CMP0636,Saturday,June,2.0,1
U5528,LinkedIn Ads,2025-08-21,CMP1634,Thursday,August,3.0,0
U2317,Google Ads,,CMP7339,,,,0
U1619,Google Ads,2025-09-24,CMP5871,Wednesday,September,3.0,0
U8952,YouTube Ads,2025-11-26,CMP8640,Wednesday,November,4.0,0
U1350,Instagram Ads,,CMP3245,,,,0
U0904,YouTube Ads,2025-09-28,CMP7932,Sunday,September,3.0,1
U0786,Email Marketing,,CMP9626,,,,0
U7108,Instagram Ads,2025-09-18,CMP3085,Thursday,September,3.0,0
U5248,Facebook Ads,,CMP0733,,,,0
U4759,Google Ads,,CMP0256,,,,0
U0734,Facebook Ads,2025-03-21,CMP5420,Friday,March,1.0,0
U4467,LinkedIn Ads,2025-07-29,CMP4231,Tuesday,July,3.0,0
U6480,Instagram Ads,2025-01-22,CMP6179,Wednesday,January,1.0,0
U1090,Google Ads,,CMP3654,,,,0
U4665,Email Marketing,2025-10-19,CMP4203,Sunday,October,4.0,1
U8491,Google Ads,2025-01-19,CMP3312,Sunday,January,1.0,1
U3961,LinkedIn Ads,,CMP0624,,,,0
U3448,YouTube Ads,,CMP7243,,,,0
U0925,Instagram Ads,2025-07-20,CMP5593,Sunday,July,3.0,1
U0415,Facebook Ads,2025-08-14,CMP1043,Thursday,August,3.0,0
U0930,YouTube Ads,2025-02-27,CMP4716,Thursday,February,1.0,0
U6069,YouTube Ads,2025-01-20,CMP0287,Monday,January,1.0,0
U9289,LinkedIn Ads,,CMP0097,,,,0
U9364,Google Ads,2025-11-27,CMP8939,Thursday,November,4.0,0
U5655,Email Marketing,2025-11-22,CMP7368,Saturday,November,4.0,1
U2857,YouTube Ads,2025-07-18,CMP7442,Friday,July,3.0,0
U8872,LinkedIn Ads,2025-04-27,CMP0344,Sunday,April,2.0,1
U7273,LinkedIn Ads,2025-07-18,CMP3410,Friday,July,3.0,0
U3129,Facebook Ads,2025-10-19,CMP6536,Sunday,October,4.0,1
U6141,LinkedIn Ads,2025-11-26,CMP5955,Wednesday,November,4.0,0
U6753,YouTube Ads,2025-01-27,CMP1781,Monday,January,1.0,0
U0391,Email Marketing,2025-12-22,CMP2568,Monday,December,4.0,0
U3241,Email Marketing,2025-03-19,CMP4479,Wednesday,March,1.0,0
U1405,LinkedIn Ads,,CMP2140,,,,0
U3490,Google Ads,,CMP5432,,,,0
U4969,LinkedIn Ads,2025-02-21,CMP9560,Friday,February,1.0,0
U2594,LinkedIn Ads,2025-10-15,CMP2675,Wednesday,October,4.0,0
U0646,Google Ads,,CMP4087,,,,0
U9371,YouTube Ads,,CMP0327,,,,0
U2904,Instagram Ads,,CMP9287,,,,0
U4790,Google Ads,2025-12-31,CMP2450,Wednesday,December,4.0,0
U4141,Google Ads,,CMP8106,,,,0
U5024,LinkedIn Ads,2025-05-15,CMP0385,Thursday,May,2.0,0
U0175,Email Marketing,2025-10-21,CMP7506,Tuesday,October,4.0,0
U6147,LinkedIn Ads,2025-06-21,CMP7703,Saturday,June,2.0,1
U4286,LinkedIn Ads,,CMP6956,,,,0
U0377,Email Marketing,,CMP7371,,,,0
U1236,Facebook Ads,,CMP1065,,,,0
U5422,Facebook Ads,,CMP1154,,,,0
U0063,Facebook Ads,,CMP2273,,,,0
U8116,LinkedIn Ads,,CMP1302,,,,0
U2882,Google Ads,,CMP9697,,,,0
U3065,Email Marketing,2025-06-14,CMP3103,Saturday,June,2.0,1
U3576,Instagram Ads,,CMP9705,,,,0
U1060,Google Ads,,CMP8693,,,,0
U0197,YouTube Ads,,CMP0990,,,,0
U7386,Email Marketing,,CMP5923,,,,0
U0700,LinkedIn Ads,2025-12-20,CMP4920,Saturday,December,4.0,1
U6318,LinkedIn Ads,,CMP5315,,,,0
U2831,Email Marketing,2025-03-19,CMP6250,Wednesday,March,1.0,0
U8149,LinkedIn Ads,2025-07-20,CMP6411,Sunday,July,3.0,1
U7092,Instagram Ads,,CMP9001,,,,0
U4741,Google Ads,2025-03-14,CMP5790,Friday,March,1.0,0
U2599,LinkedIn Ads,2025-06-23,CMP3546,Monday,June,2.0,0
U2100,YouTube Ads,,CMP1997,,,,0
U3825,LinkedIn Ads,,CMP6063,,,,0
U5273,YouTube Ads,2025-11-20,CMP4597,Thursday,November,4.0,0
U5136,Facebook Ads,2025-09-19,CMP9985,Friday,September,3.0,0
U1097,Google Ads,2025-08-19,CMP5270,Tuesday,August,3.0,0
U7762,Email Marketing,,CMP4526,,,,0
U5148,YouTube Ads,,CMP7907,,,,0
U3194,YouTube Ads,2025-09-26,CMP3084,Friday,September,3.0,0
U4852,Email Marketing,2025-01-13,CMP6931,Monday,January,1.0,0
U9098,Instagram Ads,2025-03-22,CMP1290,Saturday,March,1.0,1
U4666,LinkedIn Ads,2025-03-25,CMP4482,Tuesday,March,1.0,0
U6145,Google Ads,,CMP2031,,,,0
U9268,Facebook Ads,2025-10-19,CMP6481,Sunday,October,4.0,1
U1676,LinkedIn Ads,2025-09-25,CMP2161,Thursday,September,3.0,0
U8069,Instagram Ads,2025-07-25,CMP5904,Friday,July,3.0,0
U2607,Email Marketing,,CMP6488,,,,0
U7843,Google Ads,2025-01-22,CMP9138,Wednesday,January,1.0,0
U6485,Facebook Ads,,CMP2501,,,,0
U3422,YouTube Ads,2025-04-28,CMP6799,Monday,April,2.0,0
U6508,YouTube Ads,2025-04-19,CMP1321,Saturday,April,2.0,1
U3303,Instagram Ads,,CMP4611,,,,0
U7300,LinkedIn Ads,,CMP4266,,,,0
U3369,Facebook Ads,2025-04-13,CMP3353,Sunday,April,2.0,1
U3766,YouTube Ads,2025-10-18,CMP3512,Saturday,October,4.0,1
U5364,Facebook Ads,2025-08-23,CMP0203,Saturday,August,3.0,1
U4072,LinkedIn Ads,,CMP8056,,,,0
U4972,YouTube Ads,2025-08-16,CMP0512,Saturday,August,3.0,1
U6109,Google Ads,,CMP1594,,,,0
U1972,Google Ads,2025-11-22,CMP0574,Saturday,November,4.0,1
U7459,Facebook Ads,2025-10-24,CMP7808,Friday,October,4.0,0
U1068,LinkedIn Ads,2025-07-23,CMP9228,Wednesday,July,3.0,0
U0722,LinkedIn Ads,,CMP7086,,,,0
U4456,Email Marketing,,CMP4614,,,,0
U3794,YouTube Ads,2025-01-25,CMP0723,Saturday,January,1.0,1
U9028,LinkedIn Ads,,CMP7476,,,,0
U4792,Facebook Ads,2025-03-17,CMP6669,Monday,March,1.0,0
U2256,LinkedIn Ads,2025-06-20,CMP8885,Friday,June,2.0,0
U2377,Email Marketing,,CMP8835,,,,0
U6494,YouTube Ads,,CMP2613,,,,0
U9019,Google Ads,,CMP8913,,,,0
U8986,LinkedIn Ads,2025-07-22,CMP5487,Tuesday,July,3.0,0
U7433,Instagram Ads,2025-03-21,CMP9454,Friday,March,1.0,0
U5023,YouTube Ads,,CMP0010,,,,0
U3393,Facebook Ads,,CMP1583,,,,0
U4919,LinkedIn Ads,2025-06-25,CMP1949,Wednesday,June,2.0,0
U8192,LinkedIn Ads,2025-06-13,CMP9662,Friday,June,2.0,0
U5752,YouTube Ads,2025-12-17,CMP6288,Wednesday,December,4.0,0
U4021,Google Ads,2025-11-20,CMP7987,Thursday,November,4.0,0
U7393,YouTube Ads,2025-04-21,CMP3955,Monday,April,2.0,0
U1133,YouTube Ads,2025-09-15,CMP2104,Monday,September,3.0,0
U8467,YouTube Ads,,CMP6360,,,,0
U2537,Google Ads,,CMP2667,,,,0
U4953,Email Marketing,,CMP6346,,,,0
U1664,Facebook Ads,2025-03-26,CMP8084,Wednesday,March,1.0,0
U7045,YouTube Ads,,CMP9916,,,,0
U9131,Google Ads,2025-12-26,CMP8905,Friday,December,4.0,0
U1983,LinkedIn Ads,2025-01-13,CMP5860,Monday,January,1.0,0
U1095,LinkedIn Ads,,CMP3220,,,,0
U6402,Facebook Ads,,CMP0652,,,,0
U4970,YouTube Ads,,CMP1848,,,,0
U1623,Facebook Ads,2025-03-30,CMP3499,Sunday,March,1.0,1
U1115,Facebook Ads,,CMP1162,,,,0
U0978,Email Marketing,,CMP6775,,,,0
U3682,Facebook Ads,,CMP0454,,,,0
U4713,Email Marketing,,CMP6661,,,,0
U6055,YouTube Ads,2025-05-23,CMP1087,Friday,May,2.0,0
U7700,Instagram Ads,2025-09-19,CMP5595,Friday,September,3.0,0
U9405,Email Marketing,,CMP9660,,,,0
U4395,YouTube Ads,2025-05-19,CMP5611,Monday,May,2.0,0
U3144,Facebook Ads,2025-06-21,CMP5312,Saturday,June,2.0,1
U4834,LinkedIn Ads,,CMP9794,,,,0
U1921,Instagram Ads,2025-05-30,CMP9059,Friday,May,2.0,0
U7936,Facebook Ads,2025-05-19,CMP5528,Monday,May,2.0,0
U9023,YouTube Ads,2025-07-21,CMP4174,Monday,July,3.0,0
U8375,LinkedIn Ads,2025-10-18,CMP4175,Saturday,October,4.0,1
U1957,YouTube Ads,2025-03-13,CMP8021,Thursday,March,1.0,0
U4398,Google Ads,,CMP0893,,,,0
U4542,Google Ads,2025-05-26,CMP3357,Monday,May,2.0,0
U2486,YouTube Ads,,CMP9891,,,,0
U1494,LinkedIn Ads,2025-10-20,CMP2816,Monday,October,4.0,0
U3966,Google Ads,2025-08-24,CMP7967,Sunday,August,3.0,1
U7131,Instagram Ads,2025-10-24,CMP3611,Friday,October,4.0,0
U2464,Google Ads,2025-07-16,CMP3805,Wednesday,July,3.0,0
U5609,Facebook Ads,2025-06-14,CMP4452,Saturday,June,2.0,1
U9847,YouTube Ads,2025-12-24,CMP7245,Wednesday,December,4.0,0
U4763,Facebook Ads,2025-04-29,CMP3394,Tuesday,April,2.0,0
U7410,Email Marketing,,CMP0398,,,,0
U7166,LinkedIn Ads,,CMP0336,,,,0
U8474,LinkedIn Ads,,CMP4258,,,,0
U2602,Instagram Ads,2025-02-17,CMP6250,Monday,February,1.0,0
U7142,YouTube Ads,2025-05-23,CMP1299,Friday,May,2.0,0
U2883,Google Ads,2025-05-28,CMP8529,Wednesday,May,2.0,0
U1104,Facebook Ads,2025-02-21,CMP2752,Friday,February,1.0,0
U2503,LinkedIn Ads,,CMP2034,,,,0
U0932,Instagram Ads,2025-07-21,CMP2815,Monday,July,3.0,0
U7577,Facebook Ads,,CMP2168,,,,0
U2227,Facebook Ads,,CMP4067,,,,0
U7646,YouTube Ads,2025-11-28,CMP6472,Friday,November,4.0,0
U2069,Instagram Ads,2025-01-19,CMP6639,Sunday,January,1.0,1
U4908,Google Ads,,CMP4890,,,,0
U9674,Facebook Ads,2025-03-13,CMP0263,Thursday,March,1.0,0
U7641,Google Ads,2025-12-31,CMP2332,Wednesday,December,4.0,0
U1660,LinkedIn Ads,,CMP2137,,,,0
U8398,Email Marketing,,CMP6334,,,,0
U2719,Google Ads,,CMP7856,,,,0
U6083,Google Ads,2025-01-13,CMP4418,Monday,January,1.0,0
U8471,Instagram Ads,2025-10-27,CMP7542,Monday,October,4.0,0
U8290,YouTube Ads,,CMP7101,,,,0
U1527,Email Marketing,,CMP7207,,,,0
U3173,Instagram Ads,,CMP0722,,,,0
U7908,Google Ads,,CMP3451,,,,0
U6097,Google Ads,2025-08-29,CMP8086,Friday,August,3.0,0
U9663,Email Marketing,2025-09-24,CMP5417,Wednesday,September,3.0,0
U8337,Facebook Ads,,CMP4019,,,,0
U3664,Instagram Ads,2025-04-23,CMP9695,Wednesday,April,2.0,0
U6870,Email Marketing,2025-10-18,CMP1616,Saturday,October,4.0,1
U7138,Email Marketing,2025-07-27,CMP7884,Sunday,July,3.0,1
U6494,Instagram Ads,2025-10-29,CMP5469,Wednesday,October,4.0,0
U9798,Facebook Ads,2025-06-17,CMP4694,Tuesday,June,2.0,0
U8072,Google Ads,2025-02-17,CMP1346,Monday,February,1.0,0
U5854,LinkedIn Ads,,CMP0035,,,,0
U0648,Instagram Ads,,CMP5076,,,,0
U8620,LinkedIn Ads,,CMP2785,,,,0
U3667,Instagram Ads,2025-12-19,CMP9932,Friday,December,4.0,0
U5021,Email Marketing,2025-05-31,CMP2668,Saturday,May,2.0,1
U2437,Instagram Ads,2025-12-27,CMP3853,Saturday,December,4.0,1
U4629,Facebook Ads,2025-06-20,CMP1929,Friday,June,2.0,0
U9046,LinkedIn Ads,2025-10-28,CMP7891,Tuesday,October,4.0,0
U5654,Email Marketing,,CMP7754,,,,0
U5302,LinkedIn Ads,2025-08-19,CMP4132,Tuesday,August,3.0,0
U4106,Email Marketing,,CMP6920,,,,0
U4553,Google Ads,2025-04-14,CMP2428,Monday,April,2.0,0
U5525,Email Marketing,,CMP0152,,,,0
U4481,Facebook Ads,2025-09-29,CMP3305,Monday,September,3.0,0
U8965,LinkedIn Ads,2025-05-29,CMP3223,Thursday,May,2.0,0
U7775,Google Ads,,CMP5450,,,,0
U0635,Instagram Ads,2025-04-28,CMP3784,Monday,April,2.0,0
U3916,Google Ads,2025-07-23,CMP4348,Wednesday,July,3.0,0
U5017,YouTube Ads,,CMP4484,,,,0
U6374,YouTube Ads,2025-10-15,CMP3497,Wednesday,October,4.0,0
U4024,Google Ads,,CMP3282,,,,0
U2652,Facebook Ads,,CMP4231,,,,0
U1249,Instagram Ads,2025-03-21,CMP4732,Friday,March,1.0,0
U5531,Google Ads,,CMP3925,,,,0
U1365,YouTube Ads,,CMP7624,,,,0
U1416,YouTube Ads,,CMP3102,,,,0
U5574,Facebook Ads,2025-07-19,CMP8763,Saturday,July,3.0,1
U9607,Facebook Ads,2025-12-24,CMP6594,Wednesday,December,4.0,0
U3263,YouTube Ads,2025-01-22,CMP8100,Wednesday,January,1.0,0
U0122,Google Ads,,CMP5824,,,,0
U7757,YouTube Ads,,CMP9743,,,,0
U6974,YouTube Ads,2025-05-31,CMP1963,Saturday,May,2.0,1
U2508,Email Marketing,2025-05-24,CMP4919,Saturday,May,2.0,1
U6667,Instagram Ads,,CMP8700,,,,0
U5940,Facebook Ads,2025-02-28,CMP1525,Friday,February,1.0,0
U3794,Facebook Ads,2025-01-26,CMP2028,Sunday,January,1.0,1
U8947,Google Ads,,CMP8869,,,,0
U4409,Google Ads,2025-01-27,CMP6614,Monday,January,1.0,0
U6652,Google Ads,,CMP9639,,,,0
U9323,Facebook Ads,2025-12-25,CMP9195,Thursday,December,4.0,0
U8351,Email Marketing,,CMP3579,,,,0
U0973,YouTube Ads,,CMP4478,,,,0
U6743,Instagram Ads,2025-10-24,CMP8648,Friday,October,4.0,0
U0024,Email Marketing,2025-02-28,CMP2043,Friday,February,1.0,0
U4077,YouTube Ads,,CMP2101,,,,0
U4531,Email Marketing,2025-02-27,CMP0763,Thursday,February,1.0,0
U7325,Email Marketing,2025-03-15,CMP1815,Saturday,March,1.0,1
U4507,Instagram Ads,2025-08-16,CMP6042,Saturday,August,3.0,1
U3978,LinkedIn Ads,,CMP3388,,,,0
U7517,LinkedIn Ads,2025-09-26,CMP0051,Friday,September,3.0,0
U7754,Facebook Ads,2025-09-29,CMP4706,Monday,September,3.0,0
U4418,LinkedIn Ads,2025-03-24,CMP3676,Monday,March,1.0,0
U8351,Facebook Ads,2025-11-25,CMP0281,Tuesday,November,4.0,0
U8463,Instagram Ads,,CMP8553,,,,0
U9109,Facebook Ads,,CMP1756,,,,0
U5364,Email Marketing,2025-12-20,CMP2998,Saturday,December,4.0,1
U4116,Facebook Ads,2025-12-23,CMP7882,Tuesday,December,4.0,0
U3216,YouTube Ads,,CMP9857,,,,0
U9215,Facebook Ads,,CMP7724,,,,0
U8766,Facebook Ads,,CMP2245,,,,0
U6077,Email Marketing,2025-02-19,CMP7230,Wednesday,February,1.0,0
U3426,Google Ads,2025-02-17,CMP6704,Monday,February,1.0,0
U0724,Instagram Ads,,CMP1533,,,,0
U1454,LinkedIn Ads,2025-09-15,CMP0105,Monday,September,3.0,0
U9115,LinkedIn Ads,2025-12-23,CMP0002,Tuesday,December,4.0,0
U3838,Google Ads,2025-01-24,CMP9367,Friday,January,1.0,0
U3697,Facebook Ads,2025-11-13,CMP3239,Thursday,November,4.0,0
U2522,Instagram Ads,2025-12-19,CMP3346,Friday,December,4.0,0
U6888,Google Ads,2025-02-25,CMP6195,Tuesday,February,1.0,0
U4361,LinkedIn Ads,2025-09-24,CMP2519,Wednesday,September,3.0,0
U8731,YouTube Ads,,CMP9695,,,,0
U3509,YouTube Ads,,CMP2821,,,,0
U2078,LinkedIn Ads,2025-01-28,CMP8773,Tuesday,January,1.0,0
U2216,YouTube Ads,2025-01-28,CMP1855,Tuesday,January,1.0,0
U1216,Facebook Ads,,CMP2072,,,,0
U2922,Google Ads,2025-01-23,CMP8808,Thursday,January,1.0,0
U7248,Facebook Ads,,CMP2290,,,,0
U0491,LinkedIn Ads,2025-01-17,CMP5274,Friday,January,1.0,0
U9599,Email Marketing,,CMP0397,,,,0
U9911,LinkedIn Ads,2025-01-14,CMP1610,Tuesday,January,1.0,0
U4750,Email Marketing,2025-05-30,CMP6211,Friday,May,2.0,0
U8557,YouTube Ads,,CMP2424,,,,0
U8310,YouTube Ads,,CMP8216,,,,0
U5595,Email Marketing,2025-02-15,CMP0046,Saturday,February,1.0,1
U2446,LinkedIn Ads,2025-05-18,CMP2457,Sunday,May,2.0,1
U0687,Instagram Ads,,CMP0803,,,,0
U9147,Facebook Ads,2025-08-24,CMP6664,Sunday,August,3.0,1
U2006,Facebook Ads,2025-07-20,CMP8616,Sunday,July,3.0,1
U2908,YouTube Ads,,CMP9107,,,,0
U6549,Facebook Ads,2025-05-18,CMP8449,Sunday,May,2.0,1
U9363,YouTube Ads,2025-11-27,CMP6555,Thursday,November,4.0,0
U6034,Facebook Ads,2025-09-28,CMP4876,Sunday,September,3.0,1
U6388,Google Ads,2025-03-22,CMP4127,Saturday,March,1.0,1
U5570,Facebook Ads,,CMP0694,,,,0
U4585,Email Marketing,2025-05-29,CMP0382,Thursday,May,2.0,0
U9111,Google Ads,2025-12-24,CMP8278,Wednesday,December,4.0,0
U1009,Email Marketing,,CMP5433,,,,0
U5818,Instagram Ads,,CMP0943,,,,0
U1476,LinkedIn Ads,2025-02-18,CMP2002,Tuesday,February,1.0,0
U9721,YouTube Ads,2025-02-16,CMP2028,Sunday,February,1.0,1
U6663,LinkedIn Ads,2025-01-18,CMP2208,Saturday,January,1.0,1
U6672,LinkedIn Ads,,CMP8273,,,,0
U9603,Facebook Ads,2025-02-24,CMP0175,Monday,February,1.0,0
U5470,YouTube Ads,2025-08-30,CMP2096,Saturday,August,3.0,1
U3502,YouTube Ads,2025-07-20,CMP4648,Sunday,July,3.0,1
U9422,Google Ads,2025-05-27,CMP0950,Tuesday,May,2.0,0
U2283,YouTube Ads,2025-07-28,CMP6505,Monday,July,3.0,0
U7394,YouTube Ads,2025-05-21,CMP3533,Wednesday,May,2.0,0
U6673,Google Ads,2025-01-22,CMP4181,Wednesday,January,1.0,0
U8509,Facebook Ads,2025-12-22,CMP5530,Monday,December,4.0,0
U5920,Google Ads,2025-07-19,CMP0295,Saturday,July,3.0,1
U1638,LinkedIn Ads,2025-03-31,CMP0447,Monday,March,1.0,0
U1783,LinkedIn Ads,,CMP0853,,,,0
U4322,Email Marketing,2025-05-29,CMP9198,Thursday,May,2.0,0
U4890,Google Ads,,CMP9086,,,,0
U6133,Facebook Ads,,CMP8661,,,,0
U8314,LinkedIn Ads,,CMP6072,,,,0
U4182,Instagram Ads,2025-10-26,CMP4741,Sunday,October,4.0,1
U6159,YouTube Ads,,CMP9385,,,,0
U4843,Email Marketing,2025-03-16,CMP9836,Sunday,March,1.0,1
U0349,Facebook Ads,2025-09-14,CMP9319,Sunday,September,3.0,1
U4824,Facebook Ads,2025-03-14,CMP3186,Friday,March,1.0,0
U2540,LinkedIn Ads,2025-07-23,CMP0898,Wednesday,July,3.0,0
U9203,Email Marketing,2025-04-27,CMP0501,Sunday,April,2.0,1
U2270,Instagram Ads,,CMP9870,,,,0
U2335,Google Ads,2025-12-22,CMP4665,Monday,December,4.0,0
U2403,Facebook Ads,,CMP8999,,,,0
U3550,YouTube Ads,,CMP6266,,,,0
U4128,Facebook Ads,,CMP2388,,,,0
U0483,Instagram Ads,2025-03-26,CMP9628,Wednesday,March,1.0,0
U1026,LinkedIn Ads,2025-01-29,CMP8420,Wednesday,January,1.0,0
U5487,Facebook Ads,2025-01-14,CMP8256,Tuesday,January,1.0,0
U0891,Google Ads,2025-08-21,CMP4576,Thursday,August,3.0,0
U2354,Facebook Ads,2025-01-26,CMP8550,Sunday,January,1.0,1
U6402,Google Ads,2025-03-25,CMP4426,Tuesday,March,1.0,0
U2248,Email Marketing,2025-06-26,CMP2290,Thursday,June,2.0,0
U2638,Email Marketing,2025-10-17,CMP8063,Friday,October,4.0,0
